RESPID,PHTYPE,approve_trump,approve_biden,optimistic,party,party_unaffiliated,state,FINALWGT,vote_choice_recoded,male,registered_vote_True,region_2,region_3,region_4,economic_situation_2,economic_situation_3,economic_situation_9,likely_to_vote_2.0,likely_to_vote_3.0,likely_to_vote_4.0,likely_to_vote_9.0,education_recoded_2,education_recoded_3,elec_enthusiasm_2.0,elec_enthusiasm_3.0,elec_enthusiasm_9.0,political_leaning_2,political_leaning_3,political_leaning_4,race_recoded_2,race_recoded_3,race_recoded_4,race_recoded_9,party_recoded_2.0,party_recoded_3.0,age_recoded_2.0,age_recoded_3.0
775,2,False,False,True,1,,6,1.15097388234,2.0,True,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
780,2,True,False,True,4,2.0,6,0.55389254385,2.0,False,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
781,2,False,False,False,2,,6,0.61802746998,2.0,False,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
782,2,False,False,False,2,,6,0.778269982899998,2.0,False,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
786,2,False,False,True,2,,6,0.925550248720001,2.0,True,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
787,2,False,False,False,3,2.0,6,1.02791890025,2.0,True,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
792,2,False,False,True,2,,34,1.40701794944,2.0,True,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
803,2,False,False,False,3,3.0,9,1.403000812,2.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
817,1,False,False,True,2,,36,2.46180233922,2.0,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
823,2,False,False,False,4,3.0,26,1.08309563555,1.0,True,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
828,2,False,False,False,3,1.0,37,0.627049722049998,1.0,True,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
953,1,False,True,False,2,,37,1.4946189899,2.0,False,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
994,2,True,False,True,1,,40,1.20945452766,1.0,False,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1021,2,True,False,True,1,,34,0.912072187380001,1.0,False,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1027,2,False,False,False,3,2.0,17,0.62914356385,2.0,True,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1240,1,False,False,True,2,,29,0.651202011199998,2.0,False,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1265,2,True,False,True,3,1.0,29,0.813749505650003,1.0,False,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1392,1,False,True,False,2,,12,1.08143575142,2.0,False,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1425,2,False,False,False,4,3.0,26,0.65611476115,2.0,True,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1436,2,False,False,False,3,2.0,36,0.6567675185,2.0,True,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1611,2,False,False,True,2,,36,1.32794432702,1.0,True,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1614,1,False,True,True,2,,37,0.649034757460002,2.0,False,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1742,1,True,False,True,1,,37,0.78267052998,1.0,True,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1746,1,True,False,True,1,,40,1.35691043802,1.0,True,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1819,1,True,False,True,1,,27,1.3837018743,1.0,False,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1937,2,True,False,True,1,,26,0.873709995539998,1.0,False,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1971,1,True,False,True,1,,45,0.5220525801,1.0,True,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1992,2,False,True,False,2,,51,1.31190761988,2.0,False,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1998,1,False,True,True,3,3.0,36,0.584205082100002,2.0,False,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2015,1,False,False,True,2,,12,0.55936766782,1.0,True,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
2033,1,False,False,False,1,,17,0.600869263259999,2.0,False,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2034,2,False,True,True,3,2.0,12,2.10649888465,2.0,False,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
2045,1,False,False,True,3,3.0,48,1.12645274635,1.0,False,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2102,1,False,False,True,1,,48,0.725866539239998,1.0,False,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2133,2,False,False,True,3,1.0,46,1.04615932015,1.0,True,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
2154,1,False,True,False,2,,48,0.786669878700001,2.0,False,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
2205,1,False,False,True,1,,18,0.600869263259999,1.0,False,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2260,2,False,False,True,3,3.0,12,0.929369491250001,2.0,False,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
2304,2,False,False,False,2,,31,0.58073528032,1.0,False,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
2328,1,False,True,True,3,2.0,44,0.54332271085,2.0,False,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
2399,1,False,True,True,2,,17,1.58055663066,2.0,True,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
2433,1,False,False,True,2,,39,0.624432763780002,2.0,False,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2439,2,False,False,False,1,,31,1.2436609131,1.0,True,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2451,1,True,False,True,1,,37,1.37909680176,1.0,False,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2490,2,False,False,True,1,,36,1.44445640052,1.0,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2515,1,False,False,False,2,,36,1.74945515340001,2.0,True,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
2534,1,False,False,True,2,,45,1.08143575142,2.0,False,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2565,1,False,False,False,1,,37,1.37909680176,1.0,False,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2586,2,True,False,True,1,,12,1.11950649372,1.0,True,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2590,1,False,True,True,2,,51,0.55936766782,2.0,True,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2615,1,False,False,False,4,3.0,24,0.52507916545,2.0,True,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2669,2,True,False,True,1,,13,1.23952190814,1.0,True,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2708,1,False,False,True,4,3.0,21,0.50132007965,2.0,True,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2750,2,False,False,False,4,2.0,6,1.02791890025,2.0,True,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2759,2,False,False,False,3,2.0,12,0.5577706329,1.0,False,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
2780,2,False,True,True,2,,29,0.624432763780002,2.0,False,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2803,2,True,False,True,1,,55,0.8998543326,1.0,True,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2839,2,False,False,True,3,3.0,39,1.15551955435,1.0,False,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2895,2,False,False,False,2,,8,1.14387834166,2.0,False,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
2904,1,False,True,True,2,,36,1.40701794944,2.0,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
2910,1,False,False,False,4,3.0,21,0.5187381311,2.0,False,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
2913,1,False,False,False,2,,36,0.97620227134,2.0,True,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
2953,1,False,True,True,2,,36,0.8884324492,2.0,True,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3044,2,False,False,False,4,1.0,34,0.4883343957,1.0,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3053,2,False,False,False,3,2.0,37,0.5577706329,2.0,False,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3088,1,False,False,True,2,,1,0.848232144239998,2.0,True,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
3128,2,False,False,True,1,,53,1.35735808542,1.0,False,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
3165,2,False,True,True,3,2.0,39,1.207968111,2.0,True,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
3266,1,False,True,True,1,,36,0.56376920922,2.0,True,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3281,2,False,True,True,2,,42,0.58587780566,2.0,True,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3291,1,False,False,True,2,,25,0.58587780566,2.0,True,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3315,1,True,False,True,1,,48,1.50237647016,1.0,True,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3336,2,False,False,True,3,2.0,48,1.71177631569999,2.0,True,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
3356,2,False,False,False,2,,48,1.33487074226,2.0,True,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
3411,2,False,True,True,2,,22,1.0369806955,2.0,False,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3420,2,False,False,False,1,,48,0.88337723934,1.0,True,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3452,1,False,False,True,2,,48,0.677987873060001,2.0,True,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3549,1,True,False,True,1,,12,0.754144749959999,1.0,False,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3574,2,False,False,False,3,1.0,9,0.584205082100002,1.0,False,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
3629,2,False,False,False,3,2.0,48,0.851339358349997,2.0,False,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0
3669,1,False,True,True,2,,36,0.651849881080001,2.0,False,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3689,1,False,False,False,1,,39,0.873709995539998,2.0,False,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3849,1,False,True,True,3,2.0,55,0.5204702984,2.0,False,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
3998,2,True,False,True,1,,4,0.88337723934,1.0,True,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4039,2,True,False,True,1,,54,0.59886952164,1.0,False,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4069,2,False,True,True,1,,42,0.52431693012,2.0,True,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4076,2,False,False,True,1,,53,1.2369069678,1.0,False,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4131,1,False,False,True,2,,36,1.41388013398,2.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
4334,2,False,False,False,2,,29,0.781038715619999,2.0,False,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4359,2,True,False,True,3,1.0,12,0.896522991400001,1.0,False,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
4377,2,False,False,True,2,,42,0.679794492539998,2.0,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
4475,2,False,False,False,3,2.0,18,0.4677948181,2.0,True,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
4517,1,False,True,True,2,,29,0.907973132619999,2.0,False,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4597,2,False,False,True,4,2.0,8,1.6235766703,2.0,False,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
4637,1,False,False,True,3,2.0,34,0.5666147947,2.0,False,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
4738,1,True,False,True,1,,18,0.55882074144,1.0,False,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
4959,1,False,False,False,3,1.0,39,0.731391979299999,1.0,True,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
4962,1,False,False,False,3,2.0,51,0.631302633599999,2.0,True,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
5066,2,True,False,False,2,,36,0.632222823559998,2.0,False,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
5128,2,True,False,True,1,,21,0.59886952164,1.0,False,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5171,2,False,True,True,2,,42,0.606233761579999,2.0,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
5354,1,False,False,True,3,3.0,48,0.628742386449999,2.0,False,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
5377,1,False,False,True,1,,24,0.52431693012,2.0,True,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
5479,2,True,False,True,1,,1,1.11950649372,1.0,True,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5520,1,False,False,True,2,,36,0.606233761579999,2.0,False,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5545,2,False,False,True,4,1.0,48,0.565108962049998,1.0,True,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
5577,2,False,True,True,2,,45,0.52022340588,2.0,True,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
5584,2,False,False,False,3,3.0,37,0.7023897181,2.0,False,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5709,2,False,False,False,2,,13,1.76440226216,2.0,False,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5732,2,False,False,False,4,2.0,6,1.09054303135,2.0,False,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
5774,1,False,False,False,3,1.0,51,0.48622544225,1.0,True,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
5788,2,False,False,False,2,,24,0.54487837836,2.0,True,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
5864,2,False,True,True,3,2.0,39,1.15551955435,2.0,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
5877,2,False,False,True,4,1.0,45,1.0426776167,1.0,True,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
5905,2,True,False,False,1,,12,1.05976349232,1.0,True,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
5935,2,False,False,True,3,1.0,54,1.03511589315,1.0,True,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5941,1,False,False,True,3,3.0,48,1.02909748925,2.0,True,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5951,1,False,False,False,4,1.0,48,2.002625783,1.0,True,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5956,1,False,False,False,2,,21,1.15497141762,2.0,True,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5958,2,False,False,True,1,,55,1.62314487408,1.0,False,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5960,1,True,False,False,1,,47,1.11950649372,1.0,True,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5971,1,False,False,True,3,9.0,6,0.754922450449999,2.0,True,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
5993,1,True,False,True,1,,6,1.50531179352,1.0,True,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6006,1,False,False,False,3,2.0,6,2.02596896165,2.0,False,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
6018,1,False,False,True,2,,6,1.21681643498,2.0,False,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
6020,1,False,True,True,3,2.0,41,0.622689946899998,2.0,True,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6027,2,False,False,False,1,,25,0.705160914599999,1.0,True,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6028,2,False,True,True,3,2.0,33,0.973415143049998,2.0,False,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6031,2,False,False,False,3,2.0,9,0.5092691467,2.0,True,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
6032,2,True,False,True,3,2.0,25,0.6567675185,2.0,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6033,2,False,False,True,3,2.0,25,0.52507916545,2.0,True,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
6036,2,True,False,True,1,,13,1.23653407212,1.0,False,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6037,2,False,True,True,3,2.0,13,0.969211286650003,2.0,False,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
6039,2,False,False,True,3,1.0,37,0.4662379581,1.0,True,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
6041,2,False,False,True,2,,37,0.60361564002,2.0,False,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
6042,2,False,False,False,3,2.0,34,0.4883343957,2.0,True,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
6044,2,False,False,True,2,,13,1.4946189899,2.0,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
6045,2,False,False,False,4,3.0,36,0.730722046899998,1.0,False,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
6047,2,False,False,False,2,,51,0.52022340588,2.0,True,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
6071,2,True,False,True,1,,45,1.23653407212,1.0,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
