RESPID,PHTYPE,economic_situation,registered_vote,likely_to_vote,vote_choice_undecided,approve_trump,approve_biden,optimistic,elec_enthusiasm,party,party_unaffiliated,political_leaning,education,age,age_bin,latino,race,gender,state,FINALWGT,vote_choice,vote_choice_recoded,party_recoded,age_recoded,race_recoded,male,education_recoded,region
994,2,3,True,1.0,,True,False,True,3.0,1,,2,5,65,,False,1,2,40,1.20945452766,1.0,1.0,1.0,3.0,1,False,2,3
1021,2,2,True,1.0,,True,False,True,3.0,1,,3,6,36,,False,1,2,34,0.912072187380001,1.0,1.0,1.0,2.0,1,False,2,1
1027,2,2,True,1.0,,False,False,False,2.0,3,2.0,1,8,31,,False,1,1,17,0.62914356385,2.0,2.0,3.0,1.0,1,True,2,2
1240,1,2,True,3.0,,False,False,True,2.0,2,,3,7,67,,False,2,2,29,0.651202011199998,2.0,2.0,2.0,3.0,2,False,2,2
1265,2,3,True,1.0,,True,False,True,3.0,3,1.0,1,6,54,,False,1,2,29,0.813749505650003,1.0,1.0,3.0,2.0,1,False,2,2
1392,1,1,True,1.0,2.0,False,True,False,1.0,2,,3,6,66,,False,2,2,12,1.08143575142,8.0,2.0,2.0,3.0,2,False,2,3
1425,2,2,True,1.0,,False,False,False,2.0,4,3.0,3,7,34,,False,2,1,26,0.65611476115,2.0,2.0,3.0,1.0,2,True,2,2
1436,2,2,True,4.0,,False,False,False,1.0,3,2.0,1,7,26,,False,1,1,36,0.6567675185,2.0,2.0,3.0,1.0,1,True,2,1
1573,2,3,False,,,False,False,False,,1,,2,2,54,,False,1,1,21,1.11950649372,,,1.0,2.0,1,True,1,3
1580,2,2,True,3.0,1.0,False,False,True,2.0,3,2.0,3,3,64,,False,1,2,37,1.2844529036,3.0,3.0,3.0,3.0,1,False,1,3
1611,2,2,True,1.0,,False,False,True,3.0,2,,2,8,56,,False,3,1,36,1.32794432702,1.0,1.0,2.0,3.0,3,True,2,1
1614,1,1,True,1.0,,False,True,True,1.0,2,,3,8,62,,False,2,2,37,0.649034757460002,2.0,2.0,2.0,3.0,2,False,2,3
1670,2,2,True,2.0,3.0,False,False,False,3.0,1,,3,5,22,,False,1,2,55,1.62314487408,3.0,3.0,1.0,1.0,1,False,2,2
1742,1,2,True,1.0,,True,False,True,3.0,1,,2,6,53,,False,1,1,37,0.78267052998,1.0,1.0,1.0,2.0,1,True,2,3
1746,1,2,True,1.0,,True,False,True,1.0,1,,3,3,39,,False,1,1,40,1.35691043802,1.0,1.0,1.0,2.0,1,True,1,3
1819,1,2,True,1.0,,True,False,True,3.0,1,,3,3,58,,False,1,2,27,1.3837018743,1.0,1.0,1.0,3.0,1,False,1,2
1937,2,2,True,1.0,,True,False,True,1.0,1,,2,5,49,,False,1,2,26,0.873709995539998,1.0,1.0,1.0,2.0,1,False,2,2
1971,1,3,True,1.0,,True,False,True,1.0,1,,2,7,52,,False,2,1,45,0.5220525801,1.0,1.0,1.0,2.0,2,True,2,3
1992,2,2,True,1.0,,False,True,False,1.0,2,,3,8,38,,False,3,2,51,1.31190761988,2.0,2.0,2.0,2.0,3,False,2,3
1998,1,2,True,1.0,,False,True,True,1.0,3,3.0,3,7,60,,False,1,2,36,0.584205082100002,2.0,2.0,3.0,3.0,1,False,2,1
2002,2,2,False,,,False,False,False,,4,2.0,1,3,18,,False,1,2,48,1.39589929315,,,2.0,1.0,1,False,1,3
2015,1,2,True,1.0,,False,False,True,3.0,2,,3,8,62,,False,1,1,12,0.55936766782,1.0,1.0,2.0,3.0,1,True,2,3
2033,1,1,True,1.0,2.0,False,False,False,2.0,1,,3,7,93,,False,1,2,17,0.600869263259999,8.0,2.0,1.0,3.0,1,False,2,2
2034,2,2,True,1.0,,False,True,True,1.0,3,2.0,2,5,75,,False,3,2,12,2.10649888465,2.0,2.0,3.0,3.0,3,False,2,3
2045,1,2,True,1.0,,False,False,True,1.0,3,3.0,3,6,62,,False,1,2,48,1.12645274635,1.0,1.0,3.0,3.0,1,False,2,3
2102,1,2,True,1.0,,False,False,True,3.0,1,,2,8,61,,False,1,2,48,0.725866539239998,1.0,1.0,1.0,3.0,1,False,2,3
2133,2,2,True,4.0,,False,False,True,3.0,3,1.0,2,3,48,,False,1,1,46,1.04615932015,1.0,1.0,3.0,2.0,1,True,1,2
2154,1,2,True,1.0,,False,True,False,1.0,2,,3,8,58,,False,2,2,48,0.786669878700001,2.0,2.0,2.0,3.0,2,False,2,3
2188,2,2,False,,,False,False,False,,1,,3,5,83,,False,1,1,37,0.896859544259999,,,1.0,3.0,1,True,2,3
2205,1,2,True,1.0,,False,False,True,3.0,1,,2,7,64,,False,1,2,18,0.600869263259999,1.0,1.0,1.0,3.0,1,False,2,2
2260,2,2,True,2.0,,False,False,True,3.0,3,3.0,3,6,72,,False,1,2,12,0.929369491250001,2.0,2.0,3.0,3.0,1,False,2,3
2304,2,2,True,1.0,,False,False,False,3.0,2,,2,7,52,,False,1,2,31,0.58073528032,1.0,1.0,2.0,2.0,1,False,2,2
2309,2,3,False,,,False,False,False,,4,1.0,3,3,26,,False,1,1,24,1.0841731892,,,1.0,1.0,1,True,1,3
2328,1,2,True,1.0,,False,True,True,3.0,3,2.0,3,7,40,,False,1,2,44,0.54332271085,2.0,2.0,3.0,2.0,1,False,2,1
2399,1,3,True,1.0,,False,True,True,1.0,2,,2,3,44,,True,1,1,17,1.58055663066,2.0,2.0,2.0,2.0,4,True,1,2
2416,2,2,False,,,False,False,False,,3,2.0,3,6,28,,False,2,1,37,1.41228532635,,,3.0,1.0,2,True,2,3
2433,1,2,True,1.0,,False,False,True,3.0,2,,1,8,99,3.0,False,1,2,39,0.624432763780002,2.0,2.0,2.0,3.0,1,False,2,2
2439,2,2,True,1.0,,False,False,False,2.0,1,,2,3,65,,False,1,1,31,1.2436609131,1.0,1.0,1.0,3.0,1,True,1,2
2451,1,2,True,1.0,,True,False,True,1.0,1,,2,3,61,,False,1,2,37,1.37909680176,1.0,1.0,1.0,3.0,1,False,1,3
2490,2,2,True,1.0,,False,False,True,3.0,1,,3,3,66,,False,1,2,36,1.44445640052,1.0,1.0,1.0,3.0,1,False,1,1
2515,1,1,True,1.0,2.0,False,False,False,3.0,2,,1,5,99,1.0,False,9,1,36,1.74945515340001,8.0,2.0,2.0,3.0,9,True,2,1
2534,1,2,True,1.0,2.0,False,False,True,1.0,2,,1,6,58,,False,2,2,45,1.08143575142,6.0,2.0,2.0,3.0,2,False,2,3
2565,1,2,True,2.0,1.0,False,False,False,3.0,1,,2,1,83,,False,1,2,37,1.37909680176,6.0,1.0,1.0,3.0,1,False,1,3
2586,2,2,True,1.0,,True,False,True,3.0,1,,2,4,54,,False,1,1,12,1.11950649372,1.0,1.0,1.0,2.0,1,True,2,3
2590,1,2,True,1.0,,False,True,True,1.0,2,,3,8,71,,False,1,1,51,0.55936766782,2.0,2.0,2.0,3.0,1,True,2,3
2615,1,2,True,1.0,,False,False,False,1.0,4,3.0,3,7,62,,False,1,1,24,0.52507916545,2.0,2.0,3.0,3.0,1,True,2,3
2669,2,2,True,1.0,,True,False,True,3.0,1,,1,3,75,,False,1,1,13,1.23952190814,1.0,1.0,1.0,3.0,1,True,1,3
2694,2,1,False,,,False,False,False,,3,3.0,2,5,29,,False,1,2,42,1.57812945785,,,3.0,1.0,1,False,2,1
2708,1,2,True,1.0,,False,False,True,1.0,4,3.0,3,8,72,,False,1,1,21,0.50132007965,2.0,2.0,3.0,3.0,1,True,2,3
2750,2,2,True,1.0,,False,False,False,2.0,4,2.0,1,3,20,,False,1,1,6,1.02791890025,2.0,2.0,2.0,1.0,1,True,1,4
2759,2,2,True,1.0,,False,False,False,3.0,3,2.0,3,8,61,,False,1,2,12,0.5577706329,1.0,1.0,3.0,3.0,1,False,2,3
2780,2,2,True,1.0,,False,True,True,1.0,2,,1,8,65,,False,1,2,29,0.624432763780002,2.0,2.0,2.0,3.0,1,False,2,2
2803,2,2,True,1.0,,True,False,True,1.0,1,,2,5,86,,False,1,1,55,0.8998543326,1.0,1.0,1.0,3.0,1,True,2,2
2839,2,2,True,2.0,,False,False,True,3.0,3,3.0,3,2,31,,False,1,2,39,1.15551955435,1.0,1.0,3.0,1.0,1,False,1,2
2895,2,3,True,1.0,,False,False,False,1.0,2,,3,5,53,,False,2,2,8,1.14387834166,2.0,2.0,2.0,2.0,2,False,2,4
2904,1,2,True,1.0,,False,True,True,1.0,2,,2,3,70,,False,2,1,36,1.40701794944,2.0,2.0,2.0,3.0,2,True,1,1
2910,1,1,True,1.0,2.0,False,False,False,2.0,4,3.0,2,8,46,,False,1,2,21,0.5187381311,6.0,2.0,3.0,2.0,1,False,2,3
2913,1,2,True,3.0,2.0,False,False,False,3.0,2,,3,5,62,,False,1,1,36,0.97620227134,6.0,2.0,2.0,3.0,1,True,2,1
2949,2,9,True,4.0,9.0,False,False,False,2.0,1,,2,7,38,,False,1,1,41,0.49711179714,7.0,3.0,1.0,2.0,1,True,2,4
2953,1,2,True,1.0,,False,True,True,1.0,2,,1,5,41,,False,2,1,36,0.8884324492,2.0,2.0,2.0,2.0,2,True,2,1
3044,2,3,True,1.0,,False,False,False,1.0,4,1.0,1,7,42,,False,1,1,34,0.4883343957,1.0,1.0,1.0,2.0,1,True,2,1
3053,2,2,True,1.0,,False,False,False,1.0,3,2.0,3,7,64,,False,1,2,37,0.5577706329,2.0,2.0,3.0,3.0,1,False,2,3
3068,1,2,False,,,False,False,False,,3,1.0,2,3,67,,False,1,1,18,1.15831163475,,,3.0,3.0,1,True,1,2
3088,1,2,True,1.0,,False,False,True,3.0,2,,1,6,50,,False,2,1,1,0.848232144239998,2.0,2.0,2.0,2.0,2,True,2,3
3128,2,2,True,1.0,1.0,False,False,True,3.0,1,,2,2,99,1.0,False,9,2,53,1.35735808542,8.0,1.0,1.0,3.0,9,False,1,4
3159,1,2,False,,,False,False,False,,4,1.0,2,3,31,,False,1,1,51,1.03511589315,,,1.0,1.0,1,True,1,3
3165,2,2,True,1.0,,False,True,True,1.0,3,2.0,2,4,62,,False,2,1,39,1.207968111,2.0,2.0,3.0,3.0,2,True,2,2
3188,2,2,False,,,False,False,False,,4,3.0,4,3,57,,False,1,1,19,1.15831163475,,,3.0,3.0,1,True,1,2
3266,1,2,True,1.0,,False,True,True,1.0,1,,3,7,57,,False,1,1,36,0.56376920922,2.0,2.0,1.0,3.0,1,True,2,1
3281,2,2,True,1.0,,False,True,True,1.0,2,,1,7,75,,False,1,1,42,0.58587780566,2.0,2.0,2.0,3.0,1,True,2,1
3291,1,2,True,1.0,,False,False,True,1.0,2,,1,8,67,,False,1,1,25,0.58587780566,2.0,2.0,2.0,3.0,1,True,2,1
3315,1,2,True,1.0,,True,False,True,1.0,1,,2,3,65,,False,1,1,48,1.50237647016,1.0,1.0,1.0,3.0,1,True,1,3
3336,2,3,True,2.0,,False,False,True,3.0,3,2.0,3,6,30,,False,2,1,48,1.71177631569999,2.0,2.0,3.0,1.0,2,True,2,3
3356,2,9,True,1.0,,False,False,False,1.0,2,,4,5,52,,True,4,1,48,1.33487074226,2.0,2.0,2.0,2.0,4,True,2,3
3383,2,3,False,,,False,False,False,,1,,2,6,47,,False,1,1,1,0.78267052998,,,1.0,2.0,1,True,2,3
3411,2,2,True,1.0,,False,True,True,1.0,2,,1,5,76,,False,1,2,22,1.0369806955,2.0,2.0,2.0,3.0,1,False,2,3
3420,2,2,True,1.0,1.0,False,False,False,3.0,1,,3,7,62,,True,4,1,48,0.88337723934,8.0,1.0,1.0,3.0,4,True,2,3
3444,2,2,False,,,False,False,False,,4,2.0,2,3,57,,False,2,1,36,1.2610066528,,,2.0,3.0,2,True,1,1
3452,1,2,True,1.0,,False,False,True,1.0,2,,1,7,78,,False,1,1,48,0.677987873060001,2.0,2.0,2.0,3.0,1,True,2,3
3485,1,2,False,,,False,False,False,,2,,1,7,28,,True,1,2,9,1.1039882298,,,2.0,1.0,4,False,2,1
3549,1,3,True,1.0,,True,False,True,1.0,1,,2,8,50,,True,4,2,12,0.754144749959999,1.0,1.0,1.0,2.0,4,False,2,3
3574,2,2,True,1.0,,False,False,False,3.0,3,1.0,3,8,76,,False,1,2,9,0.584205082100002,1.0,1.0,3.0,3.0,1,False,2,1
3629,2,2,True,1.0,2.0,False,False,False,2.0,3,2.0,3,8,38,,True,4,2,48,0.851339358349997,8.0,2.0,3.0,2.0,4,False,2,3
3669,1,2,True,1.0,,False,True,True,1.0,2,,1,7,64,,False,1,2,36,0.651849881080001,2.0,2.0,2.0,3.0,1,False,2,1
3689,1,2,True,1.0,,False,False,False,2.0,1,,3,6,52,,False,1,2,39,0.873709995539998,2.0,2.0,1.0,2.0,1,False,2,2
3849,1,2,True,1.0,,False,True,True,3.0,3,2.0,1,8,47,,False,1,2,55,0.5204702984,2.0,2.0,3.0,2.0,1,False,2,2
3998,2,2,True,1.0,,True,False,True,3.0,1,,2,8,60,,True,4,1,4,0.88337723934,1.0,1.0,1.0,3.0,4,True,2,4
4039,2,3,True,1.0,,True,False,True,1.0,1,,2,7,67,,False,1,2,54,0.59886952164,1.0,1.0,1.0,3.0,1,False,2,3
4069,2,1,True,1.0,,False,True,True,1.0,1,,2,8,35,,False,1,1,42,0.52431693012,2.0,2.0,1.0,2.0,1,True,2,1
4076,2,2,True,1.0,,False,False,True,1.0,1,,3,3,37,,False,1,2,53,1.2369069678,1.0,1.0,1.0,2.0,1,False,1,4
4122,2,2,False,,,False,False,False,,2,,1,5,20,,False,1,1,17,1.51608110034,,,2.0,1.0,1,True,2,2
4131,1,1,True,1.0,2.0,False,False,True,1.0,2,,1,3,53,,False,2,2,36,1.41388013398,6.0,2.0,2.0,2.0,2,False,1,1
4334,2,3,True,1.0,,False,False,False,2.0,2,,3,7,23,,False,1,2,29,0.781038715619999,2.0,2.0,2.0,1.0,1,False,2,2
4359,2,1,True,1.0,,True,False,True,1.0,3,1.0,2,6,48,,False,9,2,12,0.896522991400001,1.0,1.0,3.0,2.0,9,False,2,3
4377,2,1,True,1.0,,False,False,True,1.0,2,,2,7,58,,False,2,2,42,0.679794492539998,2.0,2.0,2.0,3.0,2,False,2,1
4424,2,9,False,,,False,False,False,,9,2.0,2,8,99,1.0,False,9,2,5,0.811778212,,,2.0,3.0,9,False,2,3
4461,2,2,False,,,False,False,False,,3,3.0,3,2,42,,False,1,1,31,1.04615932015,,,3.0,2.0,1,True,1,2
4475,2,2,True,1.0,,False,False,False,2.0,3,2.0,3,7,47,,False,1,1,18,0.4677948181,2.0,2.0,3.0,2.0,1,True,2,2
4517,1,2,True,1.0,,False,True,True,1.0,2,,1,6,48,,False,1,2,29,0.907973132619999,2.0,2.0,2.0,2.0,1,False,2,2
4597,2,2,True,1.0,2.0,False,False,True,1.0,4,2.0,3,3,64,,False,2,2,8,1.6235766703,8.0,2.0,2.0,3.0,2,False,1,4
4637,1,1,True,1.0,,False,False,True,2.0,3,2.0,3,8,54,,False,2,2,34,0.5666147947,2.0,2.0,3.0,2.0,2,False,2,1
4660,2,2,False,,,False,False,False,,3,1.0,2,8,23,,False,3,1,6,1.41138233045,,,3.0,1.0,3,True,2,4
4688,2,2,True,2.0,9.0,False,False,True,3.0,1,,2,5,37,,False,9,2,41,0.955889899199998,9.0,3.0,1.0,2.0,9,False,2,4
4698,2,2,True,1.0,2.0,False,False,False,1.0,3,1.0,3,3,29,,False,1,1,39,1.03857234655,3.0,3.0,3.0,1.0,1,True,1,2
4738,1,2,True,1.0,,True,False,True,3.0,1,,3,7,46,,False,1,2,18,0.55882074144,1.0,1.0,1.0,2.0,1,False,2,2
4751,2,2,False,,,False,False,False,,1,,1,5,21,,False,3,2,36,3.84053754167999,,,1.0,1.0,3,False,2,1
4794,1,1,False,,,False,False,False,,9,1.0,3,2,32,,False,1,1,27,1.093234049,,,1.0,1.0,1,True,1,2
4839,2,2,False,,,False,False,False,,3,1.0,3,3,23,,False,1,1,24,1.0841731892,,,3.0,1.0,1,True,1,3
4959,1,1,True,1.0,,False,False,False,1.0,3,1.0,2,6,53,,False,1,1,39,0.731391979299999,1.0,1.0,3.0,2.0,1,True,2,2
4962,1,2,True,1.0,,False,False,False,1.0,3,2.0,3,7,48,,True,1,1,51,0.631302633599999,2.0,2.0,3.0,2.0,4,True,2,3
5066,2,2,True,1.0,,True,False,False,3.0,2,,1,8,51,,False,2,2,36,0.632222823559998,2.0,2.0,2.0,2.0,2,False,2,1
5110,1,2,True,1.0,3.0,False,False,True,1.0,4,3.0,2,7,34,,False,2,2,36,0.762047884599999,8.0,3.0,3.0,1.0,2,False,2,1
5128,2,2,True,1.0,,True,False,True,1.0,1,,3,8,78,,False,1,2,21,0.59886952164,1.0,1.0,1.0,3.0,1,False,2,3
5171,2,1,True,1.0,,False,True,True,1.0,2,,3,8,38,,False,1,2,42,0.606233761579999,2.0,2.0,2.0,2.0,1,False,2,1
5354,1,2,True,1.0,,False,False,True,1.0,3,3.0,3,8,46,,False,1,2,48,0.628742386449999,2.0,2.0,3.0,2.0,1,False,2,3
5377,1,2,True,1.0,,False,False,True,3.0,1,,3,7,50,,False,1,1,24,0.52431693012,2.0,2.0,1.0,2.0,1,True,2,3
5479,2,3,True,1.0,,True,False,True,2.0,1,,2,3,53,,False,1,1,1,1.11950649372,1.0,1.0,1.0,2.0,1,True,1,3
5520,1,2,True,1.0,,False,False,True,1.0,2,,1,8,49,,False,1,2,36,0.606233761579999,2.0,2.0,2.0,2.0,1,False,2,1
5545,2,3,True,1.0,,False,False,True,3.0,4,1.0,2,8,49,,False,1,1,48,0.565108962049998,1.0,1.0,1.0,2.0,1,True,2,3
5577,2,1,True,1.0,,False,True,True,1.0,2,,3,8,54,,False,1,1,45,0.52022340588,2.0,2.0,2.0,2.0,1,True,2,3
5584,2,1,True,1.0,2.0,False,False,False,1.0,3,3.0,1,8,44,,True,1,2,37,0.7023897181,6.0,2.0,3.0,2.0,4,False,2,3
5709,2,2,True,1.0,,False,False,False,1.0,2,,1,8,24,,False,3,2,13,1.76440226216,2.0,2.0,2.0,1.0,3,False,2,3
5732,2,1,True,1.0,2.0,False,False,False,1.0,4,2.0,3,6,48,,True,2,2,6,1.09054303135,8.0,2.0,2.0,2.0,4,False,2,4
5774,1,3,True,1.0,,False,False,False,1.0,3,1.0,2,8,49,,False,2,1,51,0.48622544225,1.0,1.0,3.0,2.0,2,True,2,3
5788,2,2,True,1.0,,False,False,False,1.0,2,,3,8,46,,False,1,1,24,0.54487837836,2.0,2.0,2.0,2.0,1,True,2,3
5864,2,1,True,1.0,,False,True,True,3.0,3,2.0,2,3,32,,False,1,2,39,1.15551955435,2.0,2.0,3.0,1.0,1,False,1,2
5877,2,2,True,1.0,,False,False,True,3.0,4,1.0,4,3,41,,False,1,1,45,1.0426776167,1.0,1.0,1.0,2.0,1,True,1,3
5905,2,2,True,1.0,,True,False,False,3.0,1,,2,6,50,,True,1,1,12,1.05976349232,1.0,1.0,1.0,2.0,4,True,2,3
5931,1,3,True,1.0,3.0,False,False,True,1.0,4,1.0,3,3,32,,False,1,1,17,1.03857234655,3.0,3.0,1.0,1.0,1,True,1,2
5935,2,2,True,2.0,1.0,False,False,True,1.0,3,1.0,3,3,24,,False,1,1,54,1.03511589315,6.0,1.0,3.0,1.0,1,True,1,3
5941,1,2,True,1.0,,False,False,True,1.0,3,3.0,1,7,34,,True,1,1,48,1.02909748925,2.0,2.0,3.0,1.0,4,True,2,3
5951,1,2,True,1.0,,False,False,False,3.0,4,1.0,4,5,50,,False,5,1,48,2.002625783,1.0,1.0,1.0,2.0,9,True,2,3
5956,1,2,True,1.0,,False,False,False,1.0,2,,2,3,33,,False,1,1,21,1.15497141762,2.0,2.0,2.0,1.0,1,True,1,3
5958,2,2,True,1.0,,False,False,True,3.0,1,,3,5,19,,False,1,2,55,1.62314487408,1.0,1.0,1.0,1.0,1,False,2,2
5960,1,3,True,4.0,,True,False,False,2.0,1,,2,3,48,,False,1,1,47,1.11950649372,1.0,1.0,1.0,2.0,1,True,1,3
5971,1,2,True,1.0,,False,False,True,1.0,3,9.0,2,5,54,,False,2,1,6,0.754922450449999,2.0,2.0,3.0,2.0,2,True,2,4
5993,1,2,True,1.0,,True,False,True,1.0,1,,2,3,53,,True,4,1,6,1.50531179352,1.0,1.0,1.0,2.0,4,True,1,4
6002,1,1,False,,,False,False,False,,3,2.0,1,7,29,,True,4,2,6,0.938085388800002,,,3.0,1.0,4,False,2,4
6006,1,2,True,1.0,2.0,False,False,False,2.0,3,2.0,1,5,19,,True,4,2,6,2.02596896165,6.0,2.0,3.0,1.0,4,False,2,4
6018,1,2,True,1.0,,False,False,True,1.0,2,,2,6,45,,True,1,2,6,1.21681643498,2.0,2.0,2.0,2.0,4,False,2,4
6019,1,1,False,,,False,False,False,,3,3.0,3,7,42,,False,1,2,41,0.51513142855,,,3.0,2.0,1,False,2,4
6020,1,2,True,1.0,,False,True,True,1.0,3,2.0,1,8,31,,False,1,1,41,0.622689946899998,2.0,2.0,3.0,1.0,1,True,2,4
6027,2,2,True,4.0,1.0,False,False,False,2.0,1,,2,7,24,,False,1,1,25,0.705160914599999,7.0,1.0,1.0,1.0,1,True,2,1
6028,2,2,True,1.0,,False,True,True,1.0,3,2.0,1,6,80,,False,1,2,33,0.973415143049998,2.0,2.0,3.0,3.0,1,False,2,1
6029,2,3,False,,,False,False,False,,2,,3,3,74,,True,4,2,33,2.03254469257999,,,2.0,3.0,4,False,1,1
6031,2,2,True,1.0,,False,False,False,3.0,3,2.0,1,8,40,,False,2,1,9,0.5092691467,2.0,2.0,3.0,2.0,2,True,2,1
6032,2,3,True,1.0,,True,False,True,3.0,3,2.0,1,7,21,,False,1,1,25,0.6567675185,2.0,2.0,3.0,1.0,1,True,2,1
6033,2,2,True,1.0,,False,False,True,1.0,3,2.0,3,8,57,,False,1,1,25,0.52507916545,2.0,2.0,3.0,3.0,1,True,2,1
6036,2,2,True,1.0,,True,False,True,3.0,1,,2,4,26,,False,1,2,13,1.23653407212,1.0,1.0,1.0,1.0,1,False,2,3
6037,2,1,True,1.0,,False,True,True,1.0,3,2.0,2,6,62,,False,2,2,13,0.969211286650003,2.0,2.0,3.0,3.0,2,False,2,3
6039,2,1,True,1.0,,False,False,True,3.0,3,1.0,2,8,37,,False,1,1,37,0.4662379581,1.0,1.0,3.0,2.0,1,True,2,3
6041,2,2,True,1.0,,False,False,True,2.0,2,,3,8,43,,False,2,2,37,0.60361564002,2.0,2.0,2.0,2.0,2,False,2,3
6042,2,1,True,1.0,,False,False,False,2.0,3,2.0,1,7,46,,False,1,1,34,0.4883343957,2.0,2.0,3.0,2.0,1,True,2,1
6044,2,1,True,1.0,,False,False,True,3.0,2,,1,3,62,,False,2,2,13,1.4946189899,2.0,2.0,2.0,3.0,2,False,1,3
6045,2,1,True,2.0,,False,False,False,3.0,4,3.0,3,8,32,,False,1,2,36,0.730722046899998,1.0,1.0,3.0,1.0,1,False,2,1
6047,2,2,True,1.0,,False,False,False,3.0,2,,3,7,38,,False,1,1,51,0.52022340588,2.0,2.0,2.0,2.0,1,True,2,3
6071,2,1,True,1.0,,True,False,True,1.0,1,,3,3,29,,False,1,2,45,1.23653407212,1.0,1.0,1.0,1.0,1,False,1,3
6078,2,1,True,1.0,3.0,False,False,False,1.0,4,3.0,3,6,41,,False,1,1,26,0.731391979299999,6.0,3.0,3.0,2.0,1,True,2,2
6085,2,2,True,1.0,,False,False,True,1.0,1,,2,7,56,,False,1,1,13,0.53825945394,1.0,1.0,1.0,3.0,1,True,2,3
6086,2,2,True,1.0,,False,False,True,1.0,4,1.0,2,3,49,,False,1,1,51,1.0426776167,1.0,1.0,1.0,2.0,1,True,1,3
6104,1,2,True,1.0,,False,True,True,3.0,2,,3,7,75,,False,2,2,42,0.679794492539998,2.0,2.0,2.0,3.0,2,False,2,1
6106,1,2,True,1.0,,False,True,True,3.0,2,,1,7,76,,False,1,2,12,0.622354600919999,2.0,2.0,2.0,3.0,1,False,2,3
6124,2,3,True,1.0,2.0,False,False,False,2.0,3,1.0,3,8,34,,False,1,1,37,0.627049722049998,6.0,2.0,3.0,1.0,1,True,2,3
6138,1,2,True,1.0,,False,False,True,3.0,2,,1,8,54,,False,3,1,17,1.18307012658,2.0,2.0,2.0,2.0,3,True,2,2
6163,2,1,True,1.0,,False,False,False,2.0,1,,3,7,65,,False,1,2,42,0.62725177236,2.0,2.0,1.0,3.0,1,False,2,1
6261,2,2,True,2.0,,False,False,False,2.0,3,3.0,3,7,22,,False,1,2,44,0.730722046899998,1.0,1.0,3.0,1.0,1,False,2,1
6281,2,1,True,1.0,,False,True,True,1.0,1,,3,7,65,,False,1,1,42,0.56376920922,2.0,2.0,1.0,3.0,1,True,2,1
6307,2,2,True,1.0,,False,False,True,1.0,3,2.0,1,5,60,,False,1,2,9,0.973415143049998,2.0,2.0,3.0,3.0,1,False,2,1
6313,2,2,True,1.0,,False,False,True,3.0,2,,3,7,31,,False,1,2,36,0.815331968120002,2.0,2.0,2.0,1.0,1,False,2,1
6315,2,2,False,,,False,False,False,,3,3.0,2,3,27,,False,2,2,48,1.45574108325,,,3.0,1.0,2,False,1,3
6329,1,2,True,1.0,,True,False,True,3.0,2,,2,7,71,,False,1,2,36,0.651849881080001,1.0,1.0,2.0,3.0,1,False,2,1
6400,2,2,True,2.0,,True,False,True,3.0,3,1.0,2,6,26,,False,1,2,51,1.5067213427,1.0,1.0,3.0,1.0,1,False,2,3
6452,1,1,False,,,False,False,False,,3,2.0,1,5,51,,False,1,1,37,0.728957846550001,,,3.0,2.0,1,True,2,3
6479,2,1,True,1.0,1.0,False,False,False,2.0,1,,3,7,30,,False,1,2,42,0.784564724040001,3.0,3.0,1.0,1.0,1,False,2,1
