RESPID,PHTYPE,economic_situation,registered_vote,likely_to_vote,vote_choice_undecided,approve_trump,approve_biden,optimistic,elec_enthusiasm,party,party_unaffiliated,political_leaning,education,age,age_bin,latino,race,gender,state,FINALWGT,vote_choice,vote_choice_recoded,party_recoded,age_recoded,race_recoded,male,education_recoded,region
12575,1,2,True,1.0,,False,False,True,3.0,2,,1,3,89,,False,1,2,40,1.73710076330001,2.0,2.0,2.0,3.0,1,False,1,3
12688,2,1,True,3.0,,False,False,True,3.0,1,,2,3,59,,False,1,2,18,1.3837018743,1.0,1.0,1.0,3.0,1,False,1,2
12716,1,2,True,1.0,,False,False,False,2.0,3,2.0,3,6,61,,False,1,2,36,0.973415143049998,2.0,2.0,3.0,3.0,1,False,2,1
12758,1,2,True,2.0,,False,True,True,1.0,2,,3,8,65,,False,2,2,51,0.649034757460002,2.0,2.0,2.0,3.0,2,False,2,3
12779,1,2,True,2.0,,False,True,True,1.0,2,,3,7,67,,False,1,1,36,0.58587780566,2.0,2.0,2.0,3.0,1,True,2,1
12813,1,2,True,1.0,1.0,True,False,False,3.0,3,1.0,2,4,99,3.0,False,1,2,18,1.28874194175,9.0,1.0,3.0,3.0,1,False,2,2
12814,2,3,True,1.0,,True,False,True,1.0,1,,2,6,63,,False,5,1,12,2.03281218750001,1.0,1.0,1.0,3.0,9,True,2,3
12874,1,1,True,1.0,,False,False,True,3.0,1,,2,8,64,,False,1,2,45,0.59886952164,1.0,1.0,1.0,3.0,1,False,2,3
12936,1,3,True,1.0,,False,True,True,1.0,3,2.0,1,5,69,,False,2,2,48,1.1747434418,2.0,2.0,3.0,3.0,2,False,2,3
12959,2,3,True,1.0,,False,False,True,3.0,3,1.0,2,6,29,,False,1,2,39,1.5117525788,1.0,1.0,3.0,1.0,1,False,2,2
12984,1,2,True,1.0,,False,False,True,3.0,2,,1,8,73,,False,1,2,39,0.624432763780002,2.0,2.0,2.0,3.0,1,False,2,2
13025,2,3,True,1.0,,True,False,True,1.0,1,,2,8,68,,False,1,1,12,0.53825945394,1.0,1.0,1.0,3.0,1,True,2,3
13048,2,3,True,1.0,,False,False,True,3.0,2,,3,8,30,,False,1,2,37,0.778439355,2.0,2.0,2.0,1.0,1,False,2,3
13128,2,1,False,,,False,False,False,,4,1.0,2,3,73,,False,1,1,18,1.15831163475,,,1.0,3.0,1,True,1,2
13137,1,2,True,1.0,,True,False,True,1.0,1,,2,7,63,,False,1,2,39,0.600869263259999,1.0,1.0,1.0,3.0,1,False,2,2
13220,1,2,True,1.0,2.0,False,False,False,3.0,3,2.0,1,5,22,,False,1,1,39,1.35875192955,6.0,2.0,3.0,1.0,1,True,2,2
13226,1,2,False,,,False,False,False,,3,2.0,1,8,46,,False,1,2,26,0.5204702984,,,3.0,2.0,1,False,2,2
13275,1,2,True,1.0,,False,False,True,1.0,2,,1,7,33,,False,1,1,34,0.732814283800002,2.0,2.0,2.0,1.0,1,True,2,1
13304,2,1,True,2.0,,True,False,False,1.0,1,,3,9,74,,False,1,2,13,0.93606880734,1.0,1.0,1.0,3.0,1,False,3,3
13317,1,1,True,1.0,,True,False,False,3.0,1,,3,3,63,,False,1,2,29,1.3837018743,1.0,1.0,1.0,3.0,1,False,1,2
13318,1,2,True,1.0,3.0,False,False,False,3.0,2,,3,3,67,,False,1,2,54,1.43317902928,6.0,3.0,2.0,3.0,1,False,1,3
13334,1,2,True,1.0,,False,False,True,3.0,4,1.0,2,6,49,,False,1,1,36,0.763505380299999,1.0,1.0,1.0,2.0,1,True,2,1
13417,2,1,False,,,False,False,False,,3,2.0,3,3,57,,False,1,1,51,1.15445667915,,,3.0,3.0,1,True,1,3
13432,2,2,True,1.0,,False,True,True,3.0,2,,1,3,69,,False,2,1,13,1.34335238738,2.0,2.0,2.0,3.0,2,True,1,3
13437,1,2,True,2.0,,False,False,False,3.0,4,2.0,3,5,99,3.0,False,1,1,20,0.8380996235,2.0,2.0,2.0,3.0,1,True,2,2
13458,2,1,False,,,False,False,False,,3,3.0,3,3,57,,False,1,2,39,1.28874194175,,,3.0,3.0,1,False,1,2
13495,2,1,False,,,False,False,False,,2,,2,3,61,,False,2,2,12,1.4946189899,,,2.0,3.0,2,False,1,3
13554,2,1,True,1.0,,False,False,True,3.0,2,,3,3,74,,False,2,2,42,1.5654535376,2.0,2.0,2.0,3.0,2,False,1,1
13568,2,2,True,1.0,,False,False,True,3.0,3,2.0,1,7,22,,False,3,1,13,1.42126415065,2.0,2.0,3.0,1.0,3,True,2,3
13602,1,2,True,1.0,,False,False,True,1.0,3,1.0,2,6,81,,False,1,1,6,0.829502581400001,1.0,1.0,3.0,3.0,1,True,2,4
13660,2,2,True,1.0,,False,False,True,3.0,1,,2,6,57,,False,1,2,26,1.0011813621,1.0,1.0,1.0,3.0,1,False,2,2
13663,2,2,True,1.0,,False,False,True,3.0,1,,3,7,30,,False,1,1,47,0.673253385780002,1.0,1.0,1.0,1.0,1,True,2,3
13664,1,2,True,3.0,,True,False,False,3.0,4,1.0,2,1,59,,True,4,2,48,2.10801027765,1.0,1.0,1.0,3.0,4,False,1,3
13674,2,2,True,1.0,3.0,False,False,True,3.0,4,3.0,3,6,50,,False,1,2,26,0.813749505650003,8.0,3.0,3.0,2.0,1,False,2,2
13755,2,1,False,,,False,False,False,,3,3.0,3,3,21,,False,9,2,39,1.2773084077,,,3.0,1.0,9,False,1,2
13760,2,2,True,1.0,1.0,False,False,True,3.0,1,,3,6,34,,False,1,1,39,1.45887049278,3.0,3.0,1.0,1.0,1,True,2,2
13770,1,2,True,1.0,,False,False,True,3.0,1,,2,5,78,,False,1,2,22,0.9978493485,1.0,1.0,1.0,3.0,1,False,2,3
13785,2,2,False,,,False,False,False,,3,2.0,1,7,32,,True,2,1,12,0.849047431100002,,,3.0,1.0,4,True,2,3
13820,2,3,True,1.0,,True,False,True,1.0,3,1.0,2,3,44,,False,1,1,13,1.0426776167,1.0,1.0,3.0,2.0,1,True,1,3
13860,1,3,True,1.0,,True,False,True,1.0,1,,2,7,67,,False,1,1,48,0.65240342502,1.0,1.0,1.0,3.0,1,True,2,3
13902,2,2,True,1.0,1.0,False,False,False,2.0,1,,2,8,59,,False,1,1,24,0.56376920922,8.0,1.0,1.0,3.0,1,True,2,3
13935,2,1,True,1.0,,False,False,True,9.0,4,9.0,4,8,34,,True,4,2,51,0.944653410449999,2.0,2.0,3.0,1.0,4,False,2,3
13971,2,1,True,1.0,,True,False,True,1.0,1,,2,5,21,,False,1,2,37,1.61774291532,1.0,1.0,1.0,1.0,1,False,2,3
14011,2,1,False,,,False,False,False,,3,3.0,3,3,46,,False,2,1,12,1.087376897,,,3.0,2.0,2,True,1,3
14054,2,2,True,1.0,,False,False,True,1.0,2,,3,5,25,,True,1,1,4,2.47987159848001,2.0,2.0,2.0,1.0,4,True,2,4
14072,1,3,True,1.0,,True,False,True,1.0,1,,2,7,54,,True,1,2,39,0.756662986140002,1.0,1.0,1.0,2.0,4,False,2,2
14076,2,2,True,1.0,,False,False,False,3.0,2,,3,6,30,,False,1,1,17,1.51608110034,1.0,1.0,2.0,1.0,1,True,2,2
14082,2,1,False,,,False,False,False,,3,3.0,3,7,30,,False,1,2,41,0.692807210599999,,,3.0,1.0,1,False,2,4
14084,1,3,True,1.0,,False,False,True,3.0,1,,2,7,43,,False,1,2,48,0.675070772820003,1.0,1.0,1.0,2.0,1,False,2,3
14086,1,2,True,1.0,,True,False,True,1.0,3,3.0,3,6,52,,False,1,2,19,0.813749505650003,1.0,1.0,3.0,2.0,1,False,2,2
14097,1,1,True,1.0,,False,True,False,1.0,3,2.0,3,7,61,,False,2,2,29,0.583624444,2.0,2.0,3.0,3.0,2,False,2,2
14098,2,2,True,1.0,,True,False,True,3.0,1,,2,8,52,,False,1,1,35,0.606748569780002,1.0,1.0,1.0,2.0,1,True,2,4
14114,1,2,True,1.0,,True,False,True,1.0,1,,2,6,55,,False,1,2,21,0.9978493485,1.0,1.0,1.0,3.0,1,False,2,3
14125,2,3,True,1.0,,True,False,False,3.0,1,,2,3,30,,True,1,1,37,1.50485798124,1.0,1.0,1.0,1.0,4,True,1,3
14143,2,2,True,1.0,,True,False,True,1.0,3,1.0,3,8,77,,False,1,1,48,0.607630640950002,1.0,1.0,3.0,3.0,1,True,2,3
14148,2,3,True,1.0,1.0,False,False,False,3.0,3,1.0,3,3,32,,False,1,1,41,1.02791890025,6.0,1.0,3.0,1.0,1,True,1,4
14183,2,3,False,,,False,False,False,,4,1.0,2,3,30,,False,1,1,30,1.2546238612,,,1.0,1.0,1,True,1,4
14203,2,2,True,1.0,9.0,False,False,False,3.0,4,3.0,3,7,56,,False,2,2,45,0.581682093950002,9.0,3.0,3.0,3.0,2,False,2,3
14238,2,2,False,,,False,False,False,,1,,2,5,53,,False,1,1,18,0.785284019879998,,,1.0,2.0,1,True,2,2
14275,2,2,True,1.0,,False,True,True,1.0,3,2.0,3,3,74,,False,1,2,46,1.28874194175,2.0,2.0,3.0,3.0,1,False,1,2
14305,2,2,True,1.0,,False,False,False,3.0,2,,1,3,34,,False,1,1,1,1.15497141762,2.0,2.0,2.0,1.0,1,True,1,3
14326,2,2,True,2.0,2.0,False,False,False,2.0,4,3.0,3,7,32,,False,1,2,27,0.69998752815,8.0,2.0,3.0,1.0,1,False,2,2
14347,2,2,False,,,False,False,False,,3,3.0,3,7,48,,False,1,1,24,0.4883343957,,,3.0,2.0,1,True,2,3
14409,2,2,True,1.0,,False,True,True,1.0,3,2.0,3,7,54,,False,1,2,8,0.628742386449999,2.0,2.0,3.0,2.0,1,False,2,4
14427,2,1,False,,,False,False,False,,2,,3,3,99,2.0,True,4,1,6,1.56434362856,,,2.0,3.0,4,True,1,4
14443,1,2,True,1.0,,False,True,True,1.0,2,,3,5,69,,False,2,1,5,0.971986377859998,2.0,2.0,2.0,3.0,2,True,2,3
14474,2,1,False,,,False,False,False,,9,2.0,1,3,24,,True,4,1,6,1.465093086,,,2.0,1.0,4,True,1,4
14485,2,2,True,1.0,,False,False,True,1.0,2,,3,8,61,,False,1,2,18,0.624432763780002,2.0,2.0,2.0,3.0,1,False,2,2
14488,2,2,True,2.0,9.0,False,False,True,3.0,2,,2,6,68,,False,2,1,22,0.971986377859998,9.0,3.0,2.0,3.0,2,True,2,3
14492,2,2,True,3.0,9.0,False,False,True,2.0,2,,3,6,63,,False,9,1,6,1.02310091664,9.0,3.0,2.0,3.0,9,True,2,4
14504,2,2,True,1.0,,False,False,False,2.0,3,2.0,3,8,72,,False,1,2,6,0.55389254385,2.0,2.0,3.0,3.0,1,False,2,4
14507,2,2,False,,,False,False,False,,4,1.0,1,3,28,,False,1,2,41,1.1436664889,,,1.0,1.0,1,False,1,4
14508,2,3,False,,,False,False,False,,3,2.0,3,6,25,,True,1,1,35,2.22252643259999,,,3.0,1.0,4,True,2,4
14555,2,2,True,1.0,,True,False,True,3.0,1,,2,3,55,,False,1,1,8,1.50237647016,1.0,1.0,1.0,3.0,1,True,1,4
14559,2,2,False,,,False,False,False,,3,1.0,2,2,43,,False,5,1,55,2.37121345295001,,,3.0,2.0,9,True,1,2
14568,2,2,True,1.0,,True,False,True,1.0,1,,2,8,71,,False,1,1,6,0.53451702294,1.0,1.0,1.0,3.0,1,True,2,4
14584,2,2,False,,,False,False,False,,3,1.0,2,3,43,,False,1,2,28,1.1600870926,,,3.0,2.0,1,False,1,3
14599,2,2,True,1.0,,False,False,False,3.0,1,,3,3,99,2.0,False,1,1,26,1.12324474374,1.0,1.0,1.0,3.0,1,True,1,2
14605,2,2,True,1.0,2.0,False,False,True,3.0,3,1.0,2,7,54,,False,1,1,18,0.4677948181,8.0,2.0,3.0,2.0,1,True,2,2
14633,1,2,True,1.0,,False,False,True,3.0,1,,3,3,72,,False,1,2,22,1.37909680176,1.0,1.0,1.0,3.0,1,False,1,3
14647,2,3,True,2.0,2.0,False,False,False,1.0,4,2.0,3,3,24,,False,1,2,30,1.39589929315,8.0,2.0,2.0,1.0,1,False,1,4
14656,2,2,True,1.0,,False,False,True,1.0,3,3.0,3,5,57,,False,1,2,55,0.932472837250001,1.0,1.0,3.0,3.0,1,False,2,2
14658,2,2,False,,,False,False,False,,9,1.0,2,5,30,,False,1,1,48,1.727799551,,,1.0,1.0,1,True,2,3
14712,2,2,True,1.0,,True,False,True,3.0,4,1.0,2,3,53,,False,1,1,53,1.03542804795,1.0,1.0,1.0,2.0,1,True,1,4
14717,2,2,True,1.0,2.0,False,False,False,2.0,3,1.0,3,7,49,,False,1,1,4,0.565108962049998,8.0,2.0,3.0,2.0,1,True,2,4
14745,2,1,True,3.0,9.0,False,False,False,3.0,3,9.0,4,3,23,,False,2,2,24,1.257967029,8.0,3.0,3.0,1.0,2,False,1,3
14759,2,2,True,1.0,,False,False,False,3.0,3,1.0,3,5,49,,True,1,2,6,1.09054303135,1.0,1.0,3.0,2.0,4,False,2,4
14780,2,2,True,2.0,,True,False,False,3.0,1,,2,5,35,,False,1,1,30,0.948644619899998,1.0,1.0,1.0,2.0,1,True,2,4
14813,1,2,False,,,False,False,False,,4,3.0,2,3,53,,False,9,2,6,1.27344133105,,,3.0,2.0,9,False,1,4
14836,2,1,True,2.0,,False,False,True,3.0,3,2.0,3,7,26,,True,4,1,35,1.02909748925,2.0,2.0,3.0,1.0,4,True,2,4
14862,2,3,True,1.0,2.0,False,False,True,3.0,3,3.0,3,8,37,,False,2,2,22,0.54097628115,8.0,2.0,3.0,2.0,2,False,2,3
14877,2,2,True,1.0,,False,False,False,1.0,2,,1,8,51,,False,1,2,30,0.701544136460002,2.0,2.0,2.0,2.0,1,False,2,4
14885,2,2,True,1.0,9.0,False,False,True,3.0,3,3.0,3,3,50,,False,3,2,15,2.61115883940001,8.0,3.0,3.0,2.0,3,False,1,4
14889,2,2,True,1.0,,False,False,True,3.0,4,2.0,1,5,38,,False,1,2,41,0.805402242299999,2.0,2.0,2.0,2.0,1,False,2,4
14961,1,2,True,1.0,,False,False,False,2.0,3,2.0,3,8,37,,False,2,2,48,0.65569638685,2.0,2.0,3.0,2.0,2,False,2,3
14962,2,2,True,1.0,,False,True,False,1.0,4,1.0,2,5,26,,False,2,1,6,1.4024659354,2.0,2.0,1.0,1.0,2,True,2,4
15050,1,2,True,4.0,,False,False,True,3.0,1,,3,7,36,,False,3,2,48,1.53010814652,1.0,1.0,1.0,2.0,3,False,2,3
15056,2,3,True,1.0,,False,False,True,1.0,4,2.0,2,6,24,,True,4,1,6,1.82092577435,2.0,2.0,2.0,1.0,4,True,2,4
15062,1,2,True,1.0,,False,True,True,1.0,2,,3,8,42,,False,1,1,27,0.52196053388,2.0,2.0,2.0,2.0,1,True,2,2
15066,1,2,True,1.0,2.0,False,False,True,3.0,2,,2,6,51,,False,1,2,53,0.898659344040001,3.0,3.0,2.0,2.0,1,False,2,4
15070,2,3,True,1.0,3.0,False,False,False,2.0,3,3.0,1,5,31,,True,4,1,6,1.82092577435,8.0,3.0,3.0,1.0,4,True,2,4
15133,1,2,True,1.0,,False,False,False,3.0,2,,3,8,52,,False,1,1,5,0.52022340588,2.0,2.0,2.0,2.0,1,True,2,3
15160,2,2,True,1.0,,False,True,False,3.0,2,,1,7,32,,True,4,2,29,1.05755395778,2.0,2.0,2.0,1.0,4,False,2,2
15161,1,2,False,,,False,False,False,,2,,1,3,38,,True,4,2,6,1.74049468826,,,2.0,2.0,4,False,1,4
15167,1,2,True,1.0,,False,False,True,1.0,3,2.0,3,8,53,,False,1,1,6,0.46299628165,2.0,2.0,3.0,2.0,1,True,2,4
15179,1,2,True,1.0,,False,False,False,3.0,3,1.0,2,7,18,,False,1,2,41,0.692807210599999,1.0,1.0,3.0,1.0,1,False,2,4
15217,2,1,True,1.0,1.0,False,False,True,1.0,1,,2,5,28,,True,1,1,6,1.95509925246001,3.0,3.0,1.0,1.0,4,True,2,4
15220,1,1,True,1.0,,False,True,False,1.0,3,2.0,2,7,99,2.0,False,2,2,5,0.54097628115,2.0,2.0,3.0,3.0,2,False,2,3
15231,2,3,True,1.0,,True,False,False,1.0,1,,2,3,29,,False,1,2,48,1.49875503054,1.0,1.0,1.0,1.0,1,False,1,3
15244,2,2,False,,,False,False,False,,3,1.0,1,5,37,,True,4,1,6,0.9801719335,,,3.0,2.0,4,True,2,4
15247,2,2,True,1.0,,False,True,True,1.0,2,,3,3,54,,True,4,1,35,1.90935573257999,2.0,2.0,2.0,2.0,4,True,1,4
15264,2,2,True,1.0,,False,True,True,1.0,2,,3,8,47,,False,3,2,6,1.30278613862,2.0,2.0,2.0,2.0,3,False,2,4
15271,1,2,False,,,False,False,False,,3,1.0,2,2,52,,False,1,2,48,1.40609661025,,,3.0,2.0,1,False,1,3
15294,2,3,True,1.0,2.0,False,False,True,1.0,2,,3,7,23,,False,2,2,48,0.983964435100002,9.0,2.0,2.0,1.0,2,False,2,3
15309,1,3,True,1.0,,True,False,True,1.0,4,1.0,2,7,44,,False,1,1,48,0.565108962049998,1.0,1.0,1.0,2.0,1,True,2,3
15314,2,3,True,1.0,1.0,False,False,False,2.0,4,1.0,3,7,26,,False,1,1,4,0.760022668899998,3.0,3.0,1.0,1.0,1,True,2,4
15320,1,2,True,4.0,3.0,False,False,False,3.0,4,2.0,1,8,43,,False,3,2,6,1.16759135065,4.0,4.0,2.0,2.0,3,False,2,4
15336,1,3,True,1.0,,False,False,True,3.0,2,,1,8,35,,False,2,1,29,0.54433682754,2.0,2.0,2.0,2.0,2,True,2,2
15340,2,2,True,1.0,,True,False,False,3.0,1,,2,7,52,,False,1,1,16,0.606748569780002,1.0,1.0,1.0,2.0,1,True,2,4
15354,1,2,True,1.0,,False,True,False,3.0,3,3.0,1,7,54,,False,1,2,48,0.628742386449999,2.0,2.0,3.0,2.0,1,False,2,3
15358,1,1,True,1.0,,False,False,False,2.0,1,,4,6,50,,False,1,2,22,0.870802217279999,1.0,1.0,1.0,2.0,1,False,2,3
15369,2,3,True,1.0,,False,False,True,3.0,4,1.0,3,7,33,,False,1,1,8,0.760022668899998,1.0,1.0,1.0,1.0,1,True,2,4
15370,1,3,True,1.0,,True,False,True,3.0,1,,2,3,36,,False,1,1,29,1.12324474374,1.0,1.0,1.0,2.0,1,True,1,2
15371,1,2,True,1.0,,False,False,False,3.0,3,1.0,3,7,41,,True,1,1,53,0.626913288749999,2.0,2.0,3.0,2.0,4,True,2,4
15380,1,1,False,,,False,False,False,,4,2.0,3,3,40,,False,2,2,40,1.4663755552,,,2.0,2.0,2,False,1,3
15383,2,2,True,2.0,,False,False,False,2.0,2,,3,7,32,,True,4,2,6,1.04670580224,2.0,2.0,2.0,1.0,4,False,2,4
15418,1,2,True,2.0,1.0,False,False,False,2.0,1,,3,7,54,,False,1,2,6,0.55308848118,6.0,1.0,1.0,2.0,1,False,2,4
15429,1,2,True,1.0,,True,False,True,1.0,3,1.0,2,6,50,,False,1,1,2,0.723889520550001,1.0,1.0,3.0,2.0,1,True,2,4
15451,2,1,False,,,False,False,False,,4,2.0,1,5,39,,False,1,2,16,0.983031707100002,,,2.0,2.0,1,False,2,4
15455,1,1,True,1.0,,False,True,True,1.0,2,,2,7,44,,True,4,2,4,0.949915494579999,2.0,2.0,2.0,2.0,4,False,2,4
15467,1,2,True,1.0,,False,False,True,1.0,3,2.0,1,7,52,,False,1,1,6,0.46299628165,2.0,2.0,3.0,2.0,1,True,2,4
15547,2,2,True,3.0,,False,False,True,3.0,2,,3,6,27,,True,4,2,4,2.75911459906,2.0,2.0,2.0,1.0,4,False,2,4
15582,1,3,False,,,False,False,False,,1,,2,3,20,,False,1,1,49,1.34706982992,,,1.0,1.0,1,True,1,4
15585,2,1,True,1.0,,False,False,False,3.0,3,2.0,3,3,50,,False,2,1,6,1.07981654145,2.0,2.0,3.0,2.0,2,True,1,4
15590,1,2,True,1.0,,False,False,False,2.0,1,,3,7,54,,True,4,2,16,0.914069626859998,1.0,1.0,1.0,2.0,4,False,2,4
15593,1,2,True,1.0,,False,False,False,1.0,1,,2,6,50,,False,1,2,53,0.86474767068,1.0,1.0,1.0,2.0,1,False,2,4
15601,1,3,True,1.0,,False,False,False,3.0,9,1.0,3,8,42,,True,4,1,6,0.659908725,1.0,1.0,1.0,2.0,4,True,2,4
15609,2,1,True,2.0,,False,False,False,3.0,4,1.0,3,5,46,,True,4,2,6,1.09054303135,1.0,1.0,1.0,2.0,4,False,2,4
15655,2,1,True,1.0,,False,False,True,1.0,2,,1,7,50,,False,1,2,8,0.701544136460002,2.0,2.0,2.0,2.0,1,False,2,4
15692,1,2,True,1.0,,False,False,False,3.0,2,,3,8,99,1.0,True,1,2,6,1.04670580224,2.0,2.0,2.0,3.0,4,False,2,4
15748,1,1,True,2.0,2.0,False,False,False,2.0,3,3.0,1,6,47,,False,1,2,53,0.805402242299999,6.0,2.0,3.0,2.0,1,False,2,4
15761,2,2,True,2.0,,False,False,False,2.0,3,1.0,3,7,35,,False,1,1,8,0.565108962049998,1.0,1.0,3.0,2.0,1,True,2,4
15768,2,2,False,,,False,False,False,,4,3.0,4,6,42,,True,4,2,4,1.33105958915,,,3.0,2.0,4,False,2,4
15774,1,1,True,1.0,,False,False,True,3.0,4,3.0,1,5,21,,True,4,2,6,2.02596896165,2.0,2.0,3.0,1.0,4,False,2,4
15993,1,1,True,1.0,,False,False,True,3.0,2,,1,7,37,,False,3,2,15,1.30278613862,2.0,2.0,2.0,2.0,3,False,2,4
16056,1,1,True,1.0,,False,False,True,1.0,2,,1,7,23,,True,4,2,6,1.04670580224,2.0,2.0,2.0,1.0,4,False,2,4
16085,1,2,True,1.0,,False,False,True,3.0,3,1.0,2,6,49,,False,1,1,53,0.723889520550001,1.0,1.0,3.0,2.0,1,True,2,4
16096,1,2,True,1.0,,False,False,True,3.0,2,,3,8,53,,False,1,2,6,0.574778225539998,2.0,2.0,2.0,2.0,1,False,2,4
16173,2,2,True,2.0,2.0,False,False,False,3.0,3,3.0,3,5,54,,False,1,2,41,0.805402242299999,8.0,2.0,3.0,2.0,1,False,2,4
16207,1,2,False,,,False,False,False,,2,,3,1,70,,False,1,2,41,1.42321436784,,,2.0,3.0,1,False,1,4
16342,2,1,True,1.0,,False,False,False,3.0,3,9.0,3,8,65,,False,2,1,42,0.54758915325,2.0,2.0,3.0,3.0,2,True,2,1
16395,2,1,True,1.0,,False,False,False,1.0,3,2.0,3,3,18,,False,2,2,51,1.20104580965,2.0,2.0,3.0,1.0,2,False,1,3
16481,2,2,True,1.0,,True,False,True,1.0,1,,2,5,63,,False,1,1,37,0.896859544259999,1.0,1.0,1.0,3.0,1,True,2,3
16618,2,2,True,1.0,,False,False,True,3.0,2,,3,7,60,,False,1,2,51,0.622354600919999,2.0,2.0,2.0,3.0,1,False,2,3
16668,2,1,True,1.0,,True,False,True,3.0,1,,2,3,36,,False,1,2,10,1.30459841814,1.0,1.0,1.0,2.0,1,False,1,3
16742,2,2,False,,,False,False,False,,1,,3,6,41,,False,1,2,36,0.912072187380001,,,1.0,2.0,1,False,2,1
17007,2,3,True,1.0,,False,True,False,3.0,2,,1,7,58,,False,1,1,51,0.55936766782,2.0,2.0,2.0,3.0,1,True,2,3
17032,2,2,True,1.0,,True,False,True,1.0,1,,2,3,72,,False,1,2,13,1.37909680176,1.0,1.0,1.0,3.0,1,False,1,3
17150,1,2,True,2.0,,True,False,False,3.0,1,,2,8,99,3.0,False,1,2,12,0.59886952164,1.0,1.0,1.0,3.0,1,False,2,3
17284,1,2,True,1.0,,True,False,True,1.0,1,,2,5,55,,False,1,2,36,1.04514046938,1.0,1.0,1.0,3.0,1,False,2,1
17315,2,2,True,1.0,,False,False,False,3.0,2,,3,8,51,,False,1,2,45,0.578802546279999,2.0,2.0,2.0,2.0,1,False,2,3
17330,2,2,True,1.0,,False,True,True,3.0,1,,3,8,38,,False,1,2,12,0.55696094076,2.0,2.0,1.0,2.0,1,False,2,3
17384,2,1,False,,,False,False,False,,3,2.0,3,2,61,,False,1,2,12,1.2844529036,,,3.0,3.0,1,False,1,3
17398,2,1,True,1.0,,False,False,True,1.0,3,2.0,3,8,67,,False,1,1,13,0.50132007965,2.0,2.0,3.0,3.0,1,True,2,3
17456,2,2,True,1.0,2.0,False,False,False,3.0,3,3.0,3,3,22,,False,1,2,51,1.1516738907,8.0,2.0,3.0,1.0,1,False,1,3
17483,2,2,False,,,False,False,False,,2,,2,2,85,,True,4,2,6,1.92708243163999,,,2.0,3.0,4,False,1,4
17494,1,2,True,1.0,,False,False,True,9.0,2,,1,7,60,,False,1,1,51,0.55936766782,2.0,2.0,2.0,3.0,1,True,2,3
17545,2,2,True,1.0,,False,True,True,1.0,2,,1,7,43,,False,1,2,42,0.606233761579999,2.0,2.0,2.0,2.0,1,False,2,1
17547,1,3,True,1.0,,True,False,True,3.0,1,,2,4,54,,False,1,1,36,1.17256331658,1.0,1.0,1.0,2.0,1,True,2,1
17603,1,2,False,,,False,False,False,,2,,3,8,45,,False,2,2,36,0.632222823559998,,,2.0,2.0,2,False,2,1
17620,2,2,False,,,False,False,False,,9,9.0,1,3,45,,True,5,2,12,1.653472447,,,3.0,2.0,4,False,1,3
17626,2,1,True,1.0,9.0,False,False,True,1.0,3,3.0,2,3,51,,True,4,2,6,1.55987731495,8.0,3.0,3.0,2.0,4,False,1,4
17689,2,2,True,1.0,,True,False,False,3.0,1,,4,2,44,,False,1,1,12,1.11950649372,1.0,1.0,1.0,2.0,1,True,1,3
