RESPID,PHTYPE,top_household_concern,registered_vote,likely_to_vote,approve_trump,approve_biden,optimistic,elec_enthusiasm,party,party_unaffiliated,political_leaning,education,age,age_bin,latino,race,gender,state,FINALWGT,vote_choice_recoded,party_recoded,age_recoded,race_recoded,male,education_recoded,region,propensity
2,2,20.0,True,2.0,False,False,False,3.0,3,2.0,1,8,32,,False,1,1,1,0.472227813,0,3.0,1,1,True,3,3,0.4589593559582667
6,1,1.0,True,1.0,False,True,True,3.0,3,2.0,1,5,80,,False,9,1,36,1.056400742,0,3.0,3,9,True,3,1,0.55438178108617
11,2,13.0,True,1.0,False,True,False,1.0,2,,1,7,63,,False,1,1,9,0.520190971675,0,2.0,3,1,True,3,1,0.4940945771976026
12,2,20.0,True,1.0,False,False,True,2.0,3,2.0,1,7,47,,False,1,1,25,0.48258571,0,3.0,2,1,True,3,1,0.5017550319222035
13,2,1.0,True,1.0,True,False,True,1.0,1,,4,6,67,,False,1,1,37,0.746675369160003,1,1.0,3,1,True,3,3,0.4940945771976026
14,2,20.0,True,1.0,True,False,True,3.0,1,,3,5,43,,False,1,2,28,0.879224580219998,1,1.0,2,1,False,3,3,0.4092546370180767
22,2,20.0,True,1.0,False,False,True,1.0,2,,3,5,58,,False,5,2,17,2.6736756328,0,2.0,3,9,False,3,2,0.4791533282102547
23,1,20.0,True,1.0,False,True,True,3.0,3,2.0,3,4,73,,False,1,1,36,1.239014091,0,3.0,3,1,True,3,1,0.4940945771976026
25,2,10.0,True,1.0,True,False,True,3.0,1,,3,7,41,,False,1,2,13,0.45759572474,1,1.0,2,1,False,3,3,0.4092546370180767
26,1,13.0,True,1.0,False,False,False,3.0,2,,1,6,20,,False,1,2,36,1.75138062562501,0,2.0,1,1,False,3,1,0.3689259300784175
27,2,13.0,True,1.0,False,False,False,3.0,3,2.0,1,6,20,,False,3,2,34,4.0,0,3.0,1,3,False,3,1,0.2102156445868293
28,2,20.0,True,1.0,True,False,True,1.0,1,,2,7,66,,False,1,1,12,0.41255389378,1,1.0,3,1,True,3,3,0.4940945771976026
31,1,20.0,True,1.0,False,False,True,3.0,4,3.0,3,5,76,,False,1,2,26,0.922475632,0,3.0,3,1,False,3,2,0.4017733184599421
32,2,20.0,True,1.0,False,False,True,1.0,3,2.0,1,8,75,,False,1,1,42,0.507503387,0,3.0,3,1,True,3,1,0.4940945771976026
35,2,3.0,True,1.0,False,False,True,3.0,3,2.0,3,7,67,,False,2,1,17,0.424944789,0,3.0,3,2,True,3,2,0.1107553113143782
36,2,28.0,True,1.0,True,False,True,1.0,1,,3,3,43,,False,1,1,45,1.38633449332,1,1.0,2,1,True,1,3,0.6490764245733576
37,1,20.0,True,1.0,False,False,False,2.0,3,1.0,3,5,69,,True,1,1,39,1.535639869,1,3.0,3,4,True,3,2,0.4295447375457845
40,2,13.0,True,1.0,True,False,True,1.0,3,1.0,4,7,64,,False,1,1,25,0.507503387,1,3.0,3,1,True,3,1,0.4940945771976026
44,1,28.0,True,1.0,False,False,True,3.0,4,3.0,3,7,65,,False,9,1,26,0.502546937,1,3.0,3,9,True,3,2,0.55438178108617
45,1,20.0,True,1.0,False,False,True,3.0,3,2.0,3,6,84,,False,1,2,13,0.888733406,0,3.0,3,1,False,3,3,0.4017733184599421
48,2,20.0,True,1.0,False,True,True,1.0,2,,1,8,63,,False,2,2,47,0.4894842605,0,2.0,3,2,False,3,3,0.0768634545783466
51,2,20.0,True,1.0,True,False,True,1.0,1,,4,7,60,,False,1,1,36,0.49735331926,1,1.0,3,1,True,3,1,0.4940945771976026
53,2,13.0,True,1.0,True,False,False,3.0,3,1.0,3,3,54,,False,2,1,51,1.375740268,1,3.0,2,2,True,1,3,0.2045194900649204
56,2,20.0,True,1.0,False,False,True,2.0,1,,3,8,32,,False,1,1,12,0.46278325674,0,1.0,1,1,True,3,3,0.4589593559582667
57,2,29.0,True,1.0,True,False,True,3.0,1,,4,3,64,,False,1,1,18,1.04544547702,1,1.0,3,1,True,1,2,0.6383140764053872
60,1,20.0,True,1.0,False,False,True,3.0,1,,2,3,73,,False,1,2,23,1.41634181304,1,1.0,3,1,False,1,1,0.5489726726016116
61,2,30.0,True,4.0,False,False,True,3.0,3,1.0,2,3,62,,False,1,1,45,1.027760482,0,3.0,3,1,True,1,3,0.6383140764053872
62,1,20.0,True,1.0,False,False,True,3.0,1,,4,8,95,,False,1,2,12,0.48122307688,1,1.0,3,1,False,3,3,0.4017733184599421
63,1,20.0,True,1.0,False,False,True,3.0,1,,4,3,69,,False,1,1,18,1.04544547702,1,1.0,3,1,True,1,2,0.6383140764053872
64,2,20.0,True,1.0,True,False,True,1.0,1,,4,5,52,,True,1,1,12,1.46364009302,1,1.0,2,4,True,3,3,0.4368002123547066
67,2,9.0,True,4.0,False,False,False,2.0,3,1.0,3,8,42,,False,1,1,42,0.48258571,1,3.0,2,1,True,3,1,0.5017550319222035
68,2,20.0,True,1.0,False,False,True,3.0,2,,1,8,54,,False,1,1,36,0.49465035275,0,2.0,2,1,True,3,1,0.5017550319222035
70,2,20.0,True,1.0,False,False,False,3.0,1,,2,8,60,,False,2,1,36,0.48368154506,0,1.0,3,2,True,3,1,0.1107553113143782
71,1,29.0,True,1.0,False,False,False,3.0,2,,1,6,56,,False,1,1,13,0.780961483049998,0,2.0,3,1,True,3,3,0.4940945771976026
72,1,28.0,True,1.0,True,False,True,3.0,4,1.0,4,5,70,,False,1,1,47,0.761913642,1,1.0,3,1,True,3,3,0.4940945771976026
76,2,30.0,True,1.0,False,False,True,3.0,1,,2,3,60,,False,1,1,21,1.00720527236,1,1.0,3,1,True,1,3,0.6383140764053872
78,2,1.0,True,1.0,False,False,True,3.0,2,,4,3,62,,False,2,1,34,1.235078627975,0,2.0,3,2,True,1,1,0.1962305673010076
84,1,14.0,True,1.0,True,False,False,3.0,3,1.0,3,3,78,,False,1,1,55,1.066781099,1,3.0,3,1,True,1,2,0.6383140764053872
87,2,5.0,True,1.0,False,False,False,1.0,2,,1,5,28,,False,2,1,51,1.211225348675,0,2.0,1,2,True,3,3,0.0983132717059409
91,1,20.0,True,1.0,False,False,True,3.0,2,,3,3,73,,False,1,1,26,1.093450626475,0,2.0,3,1,True,1,2,0.6383140764053872
93,1,20.0,True,1.0,True,False,True,1.0,1,,4,3,68,,False,1,2,12,1.17485358424,1,1.0,3,1,False,1,3,0.5489726726016116
96,2,20.0,True,1.0,False,True,True,3.0,2,,3,8,69,,False,2,1,13,0.419636228975,0,2.0,3,2,True,3,3,0.1107553113143782
101,2,20.0,True,1.0,False,True,True,1.0,2,,1,7,38,,False,1,2,12,0.478607773325,0,2.0,2,1,False,3,3,0.4092546370180767
107,2,13.0,True,1.0,False,True,True,3.0,2,,3,8,56,,True,1,2,12,0.977337285775,1,2.0,3,4,False,3,3,0.3483251919970561
111,2,10.0,True,1.0,False,False,True,3.0,3,1.0,2,5,99,2.0,False,9,2,34,1.243932152,1,3.0,3,9,False,3,1,0.4791533282102547
112,2,1.0,True,1.0,False,True,True,3.0,2,,1,7,62,,False,2,2,17,0.508068335625,0,2.0,3,2,False,3,2,0.0768634545783466
115,1,1.0,True,1.0,False,False,True,1.0,3,2.0,3,5,71,,False,1,2,26,0.922475632,0,3.0,3,1,False,3,2,0.4017733184599421
117,2,30.0,True,1.0,False,False,True,3.0,2,,1,7,32,,False,2,2,13,0.549080067775,0,2.0,1,2,False,3,3,0.0680827394291932
118,2,9.0,True,1.0,True,False,True,1.0,1,,4,5,65,,False,1,2,26,0.90402611936,1,1.0,3,1,False,3,2,0.4017733184599421
120,2,4.0,True,2.0,False,False,True,3.0,2,,1,7,18,,False,2,2,11,0.661942108475001,0,2.0,1,2,False,3,3,0.0680827394291932
121,1,20.0,True,1.0,False,False,True,1.0,3,2.0,3,7,64,,False,1,2,42,0.591976819,0,3.0,3,1,False,3,1,0.4017733184599421
123,2,20.0,True,1.0,False,False,True,1.0,2,,1,7,53,,False,1,1,37,0.41031178655,0,2.0,2,1,True,3,3,0.5017550319222035
128,1,20.0,True,1.0,False,False,True,2.0,1,,3,7,57,,False,1,1,47,0.41255389378,0,1.0,3,1,True,3,3,0.4940945771976026
133,1,20.0,True,2.0,False,True,False,3.0,2,,2,2,77,,False,2,1,12,1.02449602185,0,2.0,3,2,True,1,3,0.1962305673010076
134,2,20.0,True,1.0,False,False,False,3.0,1,,2,8,45,,False,1,2,24,0.55165338662,1,1.0,2,1,False,3,3,0.4092546370180767
135,1,30.0,True,1.0,True,False,True,3.0,4,1.0,4,3,56,,False,3,1,36,3.503532863,1,1.0,3,3,True,1,1,0.4227961695725633
136,1,20.0,True,1.0,False,False,True,1.0,1,,2,3,45,,False,1,1,51,1.38633449332,1,1.0,2,1,True,1,3,0.6490764245733576
141,2,9.0,True,1.0,False,False,True,3.0,1,,3,8,47,,False,1,2,13,0.45759572474,1,1.0,2,1,False,3,3,0.4092546370180767
144,2,20.0,True,1.0,False,False,True,1.0,3,3.0,3,8,51,,False,1,1,12,0.400304182,0,3.0,2,1,True,3,3,0.5017550319222035
146,1,20.0,True,1.0,False,False,False,3.0,2,,1,8,54,,False,1,2,36,0.576984409475001,0,2.0,2,1,False,3,1,0.4092546370180767
147,1,20.0,True,1.0,False,True,False,1.0,2,,3,7,48,,False,1,2,12,0.478607773325,0,2.0,2,1,False,3,3,0.4092546370180767
148,1,13.0,True,1.0,False,False,False,1.0,3,3.0,3,7,28,,False,1,1,51,0.472227813,0,3.0,1,1,True,3,3,0.4589593559582667
149,2,1.0,True,1.0,False,False,True,3.0,3,1.0,3,8,65,,False,1,1,42,0.507503387,1,3.0,3,1,True,3,1,0.4940945771976026
150,2,20.0,True,1.0,False,False,False,2.0,3,1.0,2,7,59,,False,1,2,26,0.509687248,1,3.0,3,1,False,3,2,0.4017733184599421
151,2,9.0,True,1.0,True,False,True,1.0,1,,3,6,64,,False,1,2,17,0.90402611936,1,1.0,3,1,False,3,2,0.4017733184599421
152,2,20.0,True,1.0,False,True,True,1.0,2,,3,5,52,,False,9,2,26,1.097790898775,0,2.0,2,9,False,3,2,0.4864516248744941
157,1,13.0,True,1.0,False,False,False,2.0,3,1.0,3,7,67,,False,1,1,34,0.507503387,0,3.0,3,1,True,3,1,0.4940945771976026
162,2,20.0,True,1.0,False,False,True,2.0,4,1.0,3,8,52,,False,1,1,1,0.400304182,1,1.0,2,1,True,3,3,0.5017550319222035
163,2,13.0,True,1.0,False,False,True,3.0,4,1.0,4,3,20,,False,1,1,36,2.430553418,1,1.0,1,1,True,1,1,0.6232752821548939
168,1,20.0,True,1.0,False,True,True,3.0,2,,3,3,68,,False,2,2,47,1.19502236085,0,2.0,3,2,False,1,3,0.141918767178789
171,2,9.0,True,1.0,True,False,True,3.0,1,,4,6,65,,False,1,2,47,0.870958737879998,1,1.0,3,1,False,3,3,0.4017733184599421
172,2,1.0,True,1.0,True,False,True,2.0,3,1.0,3,6,65,,False,1,2,13,0.888733406,1,3.0,3,1,False,3,3,0.4017733184599421
173,2,20.0,True,1.0,False,False,False,3.0,3,2.0,1,7,40,,False,1,1,51,0.400304182,0,3.0,2,1,True,3,3,0.5017550319222035
174,2,20.0,True,2.0,False,False,True,2.0,2,,3,5,50,,False,2,2,12,0.894318276899998,0,2.0,2,2,False,3,3,0.0790572171433126
177,1,9.0,True,1.0,False,True,True,3.0,2,,1,8,78,,False,1,2,50,0.606776239475001,0,2.0,3,1,False,3,1,0.4017733184599421
178,2,20.0,True,1.0,True,False,True,1.0,1,,4,5,72,,True,4,2,12,1.69121106938,1,1.0,3,4,False,3,3,0.3483251919970561
180,1,30.0,True,1.0,False,True,True,3.0,2,,3,8,61,,False,1,1,39,0.447880214675,0,2.0,3,1,True,3,2,0.4940945771976026
184,1,20.0,True,2.0,False,False,True,3.0,2,,3,7,34,,False,3,2,36,1.924666393775,0,2.0,1,3,False,3,1,0.2102156445868293
193,1,20.0,True,1.0,False,False,True,1.0,3,2.0,3,7,52,,False,1,1,18,0.415502388,0,3.0,2,1,True,3,2,0.5017550319222035
194,2,20.0,True,1.0,True,True,False,1.0,3,3.0,1,8,99,2.0,False,1,2,9,0.562911619,0,3.0,3,1,False,3,1,0.4017733184599421
195,1,20.0,True,1.0,True,False,True,1.0,1,,3,3,96,,False,1,2,39,1.21945883206,1,1.0,3,1,False,1,2,0.5489726726016116
199,2,20.0,True,1.0,False,False,False,3.0,3,2.0,3,8,40,,False,2,2,36,0.547437708,0,3.0,2,2,False,3,1,0.0790572171433126
200,2,1.0,True,1.0,False,True,True,1.0,2,,4,3,69,,False,2,2,24,1.44065623085,0,2.0,3,2,False,1,3,0.141918767178789
201,2,13.0,True,1.0,False,True,True,3.0,2,,1,8,71,,False,1,2,9,0.606776239475001,0,2.0,3,1,False,3,1,0.4017733184599421
202,2,30.0,True,1.0,True,False,True,1.0,1,,4,3,54,,False,1,2,42,1.94947699618,1,1.0,2,1,False,1,1,0.5607102200935249
203,2,15.0,True,1.0,False,False,True,3.0,1,,2,8,43,,True,1,2,36,1.07119002606,1,1.0,2,4,False,3,1,0.3549324737949213
204,1,14.0,True,1.0,True,False,True,1.0,1,,4,5,66,,False,1,2,13,0.870958737879998,1,1.0,3,1,False,3,3,0.4017733184599421
206,1,20.0,True,2.0,False,True,False,3.0,3,3.0,1,6,89,,False,1,2,55,0.922475632,0,3.0,3,1,False,3,2,0.4017733184599421
208,1,3.0,True,1.0,False,True,True,1.0,2,,1,4,64,,False,1,2,55,1.275454390675,0,2.0,3,1,False,3,2,0.4017733184599421
211,1,29.0,True,1.0,False,False,True,1.0,9,1.0,2,3,87,,False,1,2,42,1.445246748,1,1.0,3,1,False,1,1,0.5489726726016116
212,2,30.0,True,1.0,False,False,True,1.0,3,2.0,3,5,69,,False,2,2,55,0.897117644,0,3.0,3,2,False,3,2,0.0768634545783466
214,1,3.0,True,1.0,False,False,True,3.0,3,2.0,3,7,61,,False,1,2,17,0.509687248,0,3.0,3,1,False,3,2,0.4017733184599421
216,2,20.0,True,1.0,False,True,True,1.0,2,,1,3,77,,False,9,2,26,1.4669102754,0,2.0,3,9,False,1,2,0.6484443098244922
217,2,2.0,True,1.0,False,True,True,1.0,2,,1,7,73,,False,1,2,26,0.5224294292,0,2.0,3,1,False,3,2,0.4017733184599421
218,1,1.0,True,1.0,False,False,True,3.0,3,2.0,3,8,70,,False,1,2,26,0.509687248,0,3.0,3,1,False,3,2,0.4017733184599421
220,2,20.0,True,1.0,True,False,True,3.0,1,,3,3,41,,False,1,2,26,1.67848390836,1,1.0,2,1,False,1,2,0.5607102200935249
221,1,20.0,True,1.0,False,False,True,3.0,9,1.0,3,6,50,,False,1,2,26,0.931230395,1,1.0,2,1,False,3,2,0.4092546370180767
222,2,20.0,True,1.0,True,False,True,3.0,3,3.0,3,3,61,,False,9,2,5,1.378784168,1,3.0,3,9,False,1,3,0.6484443098244922
223,1,20.0,True,1.0,False,False,True,1.0,2,,3,7,83,,False,1,1,48,0.474928131975,0,2.0,3,1,True,3,3,0.4940945771976026
231,1,3.0,True,1.0,False,False,False,2.0,2,,2,4,69,,False,1,2,29,1.275454390675,0,2.0,3,1,False,3,2,0.4017733184599421
232,1,20.0,True,1.0,True,False,True,1.0,1,,2,3,78,,False,1,2,5,1.17485358424,1,1.0,3,1,False,1,3,0.5489726726016116
235,1,30.0,True,1.0,False,False,True,3.0,3,1.0,2,7,64,,False,1,2,48,0.540467751,1,3.0,3,1,False,3,3,0.4017733184599421
240,2,16.0,True,1.0,False,False,True,1.0,3,2.0,1,7,62,,False,1,2,29,0.509687248,0,3.0,3,1,False,3,2,0.4017733184599421
242,2,13.0,True,1.0,False,False,True,3.0,4,3.0,2,7,38,,False,5,1,6,1.349942818,1,3.0,2,9,True,3,4,0.5615960989441215
247,2,2.0,True,1.0,False,False,True,1.0,3,3.0,3,7,45,,False,1,2,19,0.484662346,0,3.0,2,1,False,3,2,0.4092546370180767
250,2,20.0,True,1.0,False,True,True,1.0,2,,3,7,67,,False,1,2,27,0.5224294292,0,2.0,3,1,False,3,2,0.4017733184599421
253,2,13.0,True,1.0,False,True,True,1.0,2,,3,7,60,,False,1,2,12,0.5033200549,0,2.0,3,1,False,3,3,0.4017733184599421
254,1,10.0,True,1.0,False,False,False,1.0,2,,1,5,24,,False,1,2,19,1.507924538275,0,2.0,1,1,False,3,2,0.3689259300784175
259,2,15.0,True,1.0,False,False,True,1.0,3,1.0,3,7,37,,False,1,2,27,0.484662346,1,3.0,2,1,False,3,2,0.4092546370180767
260,1,9.0,True,1.0,False,True,False,1.0,2,,3,5,87,,False,1,2,20,0.945537522800002,0,2.0,3,1,False,3,2,0.4017733184599421
264,1,20.0,True,1.0,False,False,False,1.0,2,,3,7,61,,False,1,2,22,0.5033200549,0,2.0,3,1,False,3,3,0.4017733184599421
265,1,20.0,True,1.0,False,False,True,3.0,1,,3,8,51,,False,1,1,48,0.43178307746,0,1.0,2,1,True,3,3,0.5017550319222035
266,1,20.0,True,1.0,True,False,True,1.0,1,,2,3,59,,False,1,1,27,1.04544547702,1,1.0,3,1,True,1,2,0.6383140764053872
269,1,30.0,True,1.0,False,True,True,2.0,1,,4,6,85,,False,1,2,48,0.958621126539998,1,1.0,3,1,False,3,3,0.4017733184599421
270,2,20.0,True,1.0,True,False,True,1.0,1,,4,7,60,,False,1,2,19,0.49949350304,1,1.0,3,1,False,3,2,0.4017733184599421
273,1,20.0,True,1.0,False,True,True,1.0,2,,3,5,72,,False,1,2,29,0.945537522800002,0,2.0,3,1,False,3,2,0.4017733184599421
274,2,20.0,True,1.0,False,True,False,1.0,3,3.0,3,8,77,,False,2,2,48,0.525610801,0,3.0,3,2,False,3,3,0.0768634545783466
275,2,20.0,True,1.0,False,False,True,3.0,2,,3,9,99,2.0,False,2,1,21,0.736275232499997,0,2.0,3,2,True,3,3,0.1107553113143782
277,1,20.0,True,1.0,False,True,True,2.0,2,,1,8,69,,False,1,2,27,0.5224294292,0,2.0,3,1,False,3,2,0.4017733184599421
278,2,20.0,True,1.0,False,False,True,1.0,2,,1,8,41,,False,5,1,48,1.277007234925,0,2.0,2,9,True,3,3,0.5615960989441215
282,1,3.0,True,1.0,True,False,True,1.0,1,,2,6,70,,False,1,2,48,0.958621126539998,1,1.0,3,1,False,3,3,0.4017733184599421
283,2,20.0,True,1.0,False,False,False,1.0,3,1.0,3,7,63,,False,1,1,48,0.463344519,1,3.0,3,1,True,3,3,0.4940945771976026
285,2,20.0,True,1.0,False,False,False,1.0,3,2.0,3,8,34,,False,3,2,48,1.714338911,0,3.0,1,3,False,3,3,0.2102156445868293
286,1,4.0,True,1.0,False,True,True,1.0,2,,1,8,83,,False,1,2,48,0.553979444775,0,2.0,3,1,False,3,3,0.4017733184599421
287,1,20.0,True,1.0,False,False,True,1.0,1,,4,7,69,,False,1,2,48,0.52965839598,1,1.0,3,1,False,3,3,0.4017733184599421
288,2,20.0,True,1.0,False,False,False,1.0,3,1.0,4,8,58,,True,4,1,48,0.899713551,1,3.0,3,4,True,3,3,0.4295447375457845
289,1,20.0,True,1.0,False,True,False,1.0,2,,1,8,86,,False,1,1,48,0.474928131975,0,2.0,3,1,True,3,3,0.4940945771976026
290,2,14.0,True,1.0,False,True,True,3.0,2,,1,8,69,,False,1,2,22,0.5033200549,0,2.0,3,1,False,3,3,0.4017733184599421
292,1,20.0,True,1.0,False,True,True,1.0,2,,3,5,79,,True,1,1,48,1.66908810395,0,2.0,3,4,True,3,3,0.4295447375457845
293,2,17.0,True,1.0,False,False,False,2.0,4,3.0,2,8,37,,False,9,1,22,0.460393035,0,3.0,2,9,True,3,3,0.5615960989441215
295,2,20.0,True,4.0,False,False,False,3.0,4,1.0,3,2,46,,False,1,2,48,1.816172619,0,1.0,2,1,False,1,3,0.5607102200935249
296,1,20.0,True,1.0,True,False,True,3.0,1,,1,4,88,,False,1,1,32,1.10858093528,1,1.0,3,1,True,3,4,0.4940945771976026
297,1,18.0,True,1.0,False,False,True,3.0,2,,1,7,73,,False,1,2,35,0.553979444775,0,2.0,3,1,False,3,4,0.4017733184599421
305,2,3.0,True,1.0,False,False,False,3.0,3,2.0,3,7,23,,True,1,2,4,1.177245297,0,3.0,1,4,False,3,4,0.3176068230824714
306,2,9.0,True,1.0,True,False,True,1.0,1,,4,8,60,,False,1,2,4,0.52965839598,1,1.0,3,1,False,3,4,0.4017733184599421
307,2,10.0,True,1.0,False,False,True,3.0,1,,2,3,34,,True,1,1,56,3.92,1,1.0,1,4,True,1,4,0.4595839232690282
308,2,28.0,True,1.0,False,False,False,2.0,3,3.0,3,7,70,,False,1,1,49,0.463344519,1,3.0,3,1,True,3,4,0.4940945771976026
309,1,20.0,True,1.0,False,True,False,3.0,2,,2,3,89,,False,1,2,32,1.3524803086,0,2.0,3,1,False,1,4,0.5489726726016116
314,2,28.0,True,1.0,True,False,True,1.0,1,,4,5,60,,False,1,1,49,0.821828580160003,1,1.0,3,1,True,3,4,0.4940945771976026
315,2,2.0,True,1.0,False,False,True,3.0,1,,2,8,60,,False,1,2,35,0.52965839598,1,1.0,3,1,False,3,4,0.4017733184599421
321,2,2.0,True,1.0,False,True,False,3.0,1,,4,8,52,,False,1,2,6,0.5457292778,0,1.0,2,1,False,3,4,0.4092546370180767
322,2,20.0,True,1.0,True,False,True,1.0,1,,3,7,33,,True,1,2,4,1.15370039106,1,1.0,1,4,False,3,4,0.3176068230824714
323,2,2.0,True,1.0,True,False,False,3.0,4,1.0,4,6,26,,False,1,1,8,1.337383637,1,1.0,1,1,True,3,4,0.4589593559582667
