RESPID,PHTYPE,top_household_concern,registered_vote,likely_to_vote,approve_trump,approve_biden,optimistic,elec_enthusiasm,party,party_unaffiliated,political_leaning,education,age,age_bin,latino,race,gender,state,FINALWGT,vote_choice_recoded,party_recoded,age_recoded,race_recoded,male,education_recoded,region,propensity
1804,1,9.0,True,2.0,False,True,False,3.0,2,,3,7,80,,False,1,2,47,0.5033200549,0,2.0,3,1,False,3,3,0.4017733184599421
1806,2,20.0,True,1.0,True,False,True,3.0,3,3.0,3,7,51,,False,1,2,34,0.562911619,1,3.0,2,1,False,3,1,0.4092546370180767
1809,2,20.0,True,1.0,False,False,False,2.0,2,,3,7,35,,False,2,2,13,0.465451295625,0,2.0,2,2,False,3,3,0.0790572171433126
1810,1,30.0,True,1.0,True,False,True,1.0,1,,1,3,73,,False,1,1,22,1.00720527236,1,1.0,3,1,True,1,3,0.6383140764053872
1811,1,1.0,True,2.0,True,False,True,1.0,9,1.0,4,7,70,,False,1,2,29,0.509687248,1,1.0,3,1,False,3,2,0.4017733184599421
1823,1,20.0,True,1.0,False,True,False,1.0,3,2.0,3,5,61,,False,1,2,18,0.922475632,0,3.0,3,1,False,3,2,0.4017733184599421
1824,1,18.0,True,1.0,False,True,True,1.0,2,,3,3,72,,False,1,2,48,1.3524803086,0,2.0,3,1,False,1,3,0.5489726726016116
1825,1,9.0,True,1.0,False,False,True,1.0,3,2.0,3,4,72,,False,1,1,17,1.066781099,0,3.0,3,1,True,3,2,0.4940945771976026
1828,2,9.0,True,1.0,False,True,True,1.0,2,,1,8,35,,False,1,2,44,0.576984409475001,0,2.0,2,1,False,3,1,0.4092546370180767
1830,1,10.0,True,2.0,True,False,True,3.0,1,,4,3,57,,False,1,2,26,1.21945883206,1,1.0,3,1,False,1,2,0.5489726726016116
1831,1,20.0,True,1.0,False,True,False,3.0,2,,2,3,95,,False,2,2,1,1.19502236085,0,2.0,3,2,False,1,3,0.141918767178789
1832,1,1.0,True,1.0,True,False,True,3.0,3,1.0,1,3,79,,False,1,2,47,1.198830188,1,3.0,3,1,False,1,3,0.5489726726016116
1836,1,20.0,True,1.0,True,False,False,1.0,1,,4,6,25,,False,1,1,28,1.1907831089,1,1.0,1,1,True,3,3,0.4589593559582667
1844,1,17.0,True,1.0,False,True,True,1.0,2,,3,3,75,,False,2,1,28,1.02449602185,0,2.0,3,2,True,1,3,0.1962305673010076
1847,1,14.0,True,1.0,False,True,True,1.0,2,,4,3,65,,False,2,2,22,1.19502236085,0,2.0,3,2,False,1,3,0.141918767178789
1848,1,3.0,True,2.0,False,False,False,3.0,3,2.0,3,3,72,,False,2,1,47,0.999508314,0,3.0,3,2,True,1,3,0.1962305673010076
1851,1,9.0,True,1.0,True,False,True,1.0,1,,2,5,75,,False,1,1,55,0.775024127080001,1,1.0,3,1,True,3,2,0.4940945771976026
1856,1,20.0,True,1.0,False,True,True,3.0,2,,3,7,54,,False,1,2,55,0.49677890465,0,2.0,2,1,False,3,2,0.4092546370180767
1859,1,3.0,True,2.0,False,True,True,3.0,2,,4,3,67,,False,2,1,22,1.02449602185,0,2.0,3,2,True,1,3,0.1962305673010076
1862,1,2.0,True,1.0,True,False,True,3.0,3,3.0,3,8,66,,False,1,1,22,0.420973361,1,3.0,3,1,True,3,3,0.4940945771976026
1871,1,2.0,True,1.0,False,False,True,1.0,2,,3,4,59,,False,1,1,20,1.093450626475,0,2.0,3,1,True,3,2,0.4940945771976026
1873,1,20.0,True,1.0,True,False,True,3.0,1,,2,8,56,,False,1,2,39,0.49949350304,1,1.0,3,1,False,3,2,0.4017733184599421
1877,1,1.0,True,1.0,False,False,True,1.0,1,,4,6,42,,False,1,2,55,0.912605787100002,1,1.0,2,1,False,3,2,0.4092546370180767
1879,1,2.0,True,1.0,False,False,True,3.0,3,1.0,2,6,71,,False,1,1,29,0.790840946,1,3.0,3,1,True,3,2,0.4940945771976026
1881,1,20.0,True,1.0,False,True,True,3.0,2,,1,8,76,,False,1,1,55,0.447880214675,0,2.0,3,1,True,3,2,0.4940945771976026
1882,1,1.0,True,1.0,False,False,True,2.0,2,,1,6,49,,False,1,2,39,0.954511154875002,0,2.0,2,1,False,3,2,0.4092546370180767
1884,1,20.0,True,2.0,True,False,True,1.0,1,,4,5,99,9.0,False,1,2,39,0.876389284400001,1,1.0,3,1,False,3,2,0.4017733184599421
1885,2,5.0,True,1.0,False,False,False,3.0,4,3.0,1,8,68,,False,1,1,34,0.507503387,0,3.0,3,1,True,3,1,0.4940945771976026
1887,1,20.0,True,1.0,False,False,True,3.0,1,,4,6,66,,False,1,2,18,0.90402611936,1,1.0,3,1,False,3,2,0.4017733184599421
1892,1,20.0,True,1.0,False,False,True,1.0,2,,3,3,64,,False,1,2,39,1.275454390675,0,2.0,3,1,False,1,2,0.5489726726016116
1893,1,2.0,True,1.0,True,False,False,2.0,1,,4,3,64,,False,1,2,29,1.21945883206,1,1.0,3,1,False,1,2,0.5489726726016116
1897,1,13.0,True,1.0,False,False,False,2.0,2,,1,7,54,,False,1,2,32,0.526779860275,0,2.0,2,1,False,3,4,0.4092546370180767
1899,2,9.0,True,1.0,False,False,True,1.0,2,,3,5,37,,True,1,2,4,1.96538328262501,0,2.0,2,4,False,3,4,0.3549324737949213
1903,1,10.0,True,1.0,False,True,False,3.0,2,,3,3,47,,False,1,2,6,2.01709739955,0,2.0,2,1,False,1,4,0.5607102200935249
1905,2,5.0,True,1.0,False,False,True,3.0,1,,3,8,48,,False,1,2,6,0.5457292778,1,1.0,2,1,False,3,4,0.4092546370180767
1907,1,9.0,True,1.0,False,False,False,1.0,4,2.0,3,6,50,,False,2,2,6,1.040551397,0,2.0,2,2,False,3,4,0.0790572171433126
1916,1,6.0,True,1.0,False,False,True,2.0,3,2.0,3,5,85,,False,1,2,16,0.978184823,0,3.0,3,1,False,3,4,0.4017733184599421
1925,1,1.0,True,1.0,False,False,True,1.0,3,2.0,1,3,46,,False,2,2,6,1.913804185,0,3.0,2,2,False,1,4,0.1489889958702193
1931,1,15.0,True,1.0,False,True,False,1.0,2,,3,3,75,,False,2,2,6,1.4251852765,0,2.0,3,2,False,1,4,0.141918767178789
1932,1,3.0,True,3.0,True,False,False,3.0,1,,2,3,67,,False,1,2,6,1.40113196608,1,1.0,3,1,False,1,4,0.5489726726016116
1946,2,13.0,True,1.0,False,False,False,1.0,1,,3,7,31,,False,1,1,35,0.50936259892,0,1.0,1,1,True,3,4,0.4589593559582667
1950,1,20.0,True,2.0,True,False,False,1.0,1,,3,7,89,,False,1,2,49,0.52965839598,1,1.0,3,1,False,3,4,0.4017733184599421
1955,1,2.0,True,1.0,False,False,False,2.0,3,2.0,3,8,83,,False,1,1,4,0.463344519,0,3.0,3,1,True,3,4,0.4940945771976026
1960,1,9.0,True,1.0,False,False,False,3.0,1,,2,7,61,,False,1,1,6,0.49201232906,1,1.0,3,1,True,3,4,0.4940945771976026
1962,1,1.0,True,1.0,False,False,True,3.0,1,,2,3,91,,False,1,1,6,1.2011943643,1,1.0,3,1,True,1,4,0.6383140764053872
1963,1,20.0,True,1.0,False,False,True,3.0,3,1.0,3,8,54,,False,3,1,6,1.349942818,1,3.0,2,3,True,3,4,0.2990853678244126
1966,1,20.0,True,1.0,True,False,True,1.0,1,,4,3,30,,False,1,1,41,2.35636308838001,1,1.0,1,1,True,1,4,0.6232752821548939
1967,1,9.0,True,1.0,False,False,True,1.0,2,,1,8,65,,False,1,1,41,0.514604731925,0,2.0,3,1,True,3,4,0.4940945771976026
1968,2,20.0,True,1.0,False,False,True,3.0,2,,1,6,53,,False,1,2,53,1.0967127843,0,2.0,2,1,False,3,4,0.4092546370180767
1969,1,17.0,True,1.0,False,True,True,1.0,2,,1,7,66,,False,1,2,6,0.600260176100002,0,2.0,3,1,False,3,4,0.4017733184599421
1970,1,20.0,True,1.0,False,True,True,1.0,4,3.0,3,7,47,,False,1,1,6,0.477403306,0,3.0,2,1,True,3,4,0.5017550319222035
1971,2,20.0,True,1.0,False,False,False,1.0,3,2.0,1,7,38,,False,1,2,30,0.513931571,0,3.0,2,1,False,3,4,0.4092546370180767
1973,1,20.0,True,1.0,False,False,False,3.0,3,3.0,1,6,52,,False,1,2,6,1.069963692,0,3.0,2,1,False,3,4,0.4092546370180767
1975,1,20.0,True,1.0,True,False,False,3.0,1,,3,7,82,,False,1,2,15,0.57390729032,1,1.0,3,1,False,3,4,0.4017733184599421
1976,1,20.0,True,1.0,True,False,True,3.0,1,,4,7,74,,True,4,1,6,0.955380158740001,1,1.0,3,4,True,3,4,0.4295447375457845
1979,2,10.0,True,1.0,False,True,True,1.0,2,,3,5,48,,False,1,2,53,1.0967127843,0,2.0,2,1,False,3,4,0.4092546370180767
1980,1,20.0,True,1.0,True,False,True,1.0,1,,4,6,50,,False,5,2,6,2.96500251852001,1,1.0,2,9,False,3,4,0.4864516248744941
1983,1,20.0,True,2.0,False,False,True,3.0,1,,3,7,99,9.0,False,1,1,45,0.723848878899998,0,1.0,3,1,True,3,3,0.4940945771976026
1989,2,20.0,True,2.0,False,False,True,3.0,2,,1,7,44,,False,1,2,33,0.576984409475001,0,2.0,2,1,False,3,1,0.4092546370180767
1999,2,1.0,True,1.0,False,False,True,3.0,2,,3,6,52,,False,1,2,42,1.108618039375,0,2.0,2,1,False,3,1,0.4092546370180767
2001,2,4.0,True,1.0,False,False,True,1.0,3,3.0,3,8,99,2.0,False,1,1,25,0.48258571,0,3.0,3,1,True,3,1,0.4940945771976026
2002,2,20.0,True,1.0,False,True,True,3.0,2,,1,7,24,,False,1,2,51,0.564600401499997,0,2.0,1,1,False,3,3,0.3689259300784175
2007,2,20.0,True,1.0,False,False,True,1.0,2,,1,5,23,,False,2,2,37,1.41283259765,0,2.0,1,2,False,3,3,0.0680827394291932
2008,2,20.0,True,2.0,False,True,True,1.0,3,2.0,3,5,52,,False,2,1,28,0.748001529,0,3.0,2,2,True,3,3,0.113641149893248
2009,2,1.0,True,1.0,False,False,True,3.0,1,,2,8,48,,False,1,1,17,0.40719234024,1,1.0,2,1,True,3,2,0.5017550319222035
2012,2,17.0,True,1.0,True,False,True,3.0,1,,2,8,63,,False,1,1,48,0.45407762862,1,1.0,3,1,True,3,3,0.4940945771976026
2017,1,20.0,True,1.0,False,False,False,3.0,3,1.0,3,8,54,,True,1,1,42,0.937075729,1,3.0,2,4,True,3,1,0.4368002123547066
2020,1,15.0,True,1.0,True,False,True,1.0,1,,2,8,60,,False,9,1,42,0.572010023060001,1,1.0,3,9,True,3,1,0.55438178108617
2021,2,4.0,True,1.0,False,False,False,2.0,2,,1,8,31,,False,1,2,9,0.680652608124998,0,2.0,1,1,False,3,1,0.3689259300784175
2036,2,13.0,True,1.0,False,False,True,1.0,2,,1,8,32,,False,1,2,42,0.680652608124998,0,2.0,1,1,False,3,1,0.3689259300784175
2045,2,1.0,True,1.0,False,False,False,1.0,2,,3,7,99,3.0,False,2,2,42,0.590096531325001,0,2.0,3,2,False,3,1,0.0768634545783466
2047,2,30.0,True,1.0,True,False,True,3.0,1,,4,7,53,,False,1,2,12,0.45759572474,1,1.0,2,1,False,3,3,0.4092546370180767
2049,2,6.0,True,1.0,False,False,True,3.0,2,,3,5,29,,False,1,2,36,1.75138062562501,1,2.0,1,1,False,3,1,0.3689259300784175
2064,2,9.0,True,1.0,True,False,True,3.0,1,,3,6,32,,False,1,2,37,1.38898776786,1,1.0,1,1,False,3,3,0.3689259300784175
2074,1,20.0,True,1.0,False,True,True,1.0,2,,3,5,70,,False,2,1,40,0.835936957274998,0,2.0,3,2,True,3,3,0.1107553113143782
2076,1,28.0,True,1.0,False,False,False,1.0,2,,1,7,45,,False,1,2,6,0.570788275250001,0,2.0,2,1,False,3,4,0.4092546370180767
2078,1,20.0,True,1.0,False,False,True,1.0,1,,2,7,48,,False,1,2,20,0.47496909908,1,1.0,2,1,False,3,2,0.4092546370180767
2085,2,17.0,True,1.0,False,False,False,2.0,2,,3,8,32,,False,2,1,36,0.567484826325001,0,2.0,1,2,True,3,1,0.0983132717059409
2086,2,17.0,True,1.0,False,False,True,1.0,1,,4,8,42,,False,1,1,39,0.40719234024,1,1.0,2,1,True,3,2,0.5017550319222035
2092,2,20.0,True,1.0,False,False,False,3.0,2,,3,3,33,,True,1,1,18,4.1,0,2.0,1,4,True,1,2,0.4595839232690282
2106,1,30.0,True,1.0,True,False,False,3.0,4,3.0,4,6,47,,False,1,1,42,0.927240346,1,3.0,2,1,True,3,1,0.5017550319222035
2111,1,3.0,True,2.0,False,False,False,2.0,4,3.0,1,5,23,,False,1,2,47,1.417334457,0,3.0,1,1,False,3,3,0.3689259300784175
2113,2,13.0,True,1.0,True,False,True,3.0,1,,2,7,28,,False,1,2,12,0.5398130668,1,1.0,1,1,False,3,3,0.3689259300784175
2119,1,3.0,True,1.0,False,False,False,3.0,3,1.0,2,6,97,,False,1,1,39,0.790840946,1,3.0,3,1,True,3,2,0.4940945771976026
2129,2,20.0,True,1.0,False,False,False,1.0,3,1.0,4,3,54,,False,1,1,48,1.55700988,1,3.0,2,1,True,1,3,0.6490764245733576
2135,2,1.0,True,1.0,False,False,True,3.0,3,2.0,1,5,29,,False,1,2,12,1.417334457,0,3.0,1,1,False,3,3,0.3689259300784175
2139,1,6.0,True,1.0,False,True,True,1.0,2,,3,5,64,,True,1,1,12,1.516456115525,0,2.0,3,4,True,3,3,0.4295447375457845
2142,2,20.0,True,1.0,False,False,False,2.0,2,,1,7,32,,False,1,2,36,0.680652608124998,0,2.0,1,1,False,3,1,0.3689259300784175
2144,1,17.0,True,1.0,False,False,True,1.0,2,,1,8,34,,False,3,1,12,1.3686908927,0,2.0,1,3,True,3,3,0.2661093840543796
2149,2,8.0,True,1.0,False,False,False,2.0,3,1.0,3,3,46,,False,1,1,36,1.705400099,0,3.0,2,1,True,1,1,0.6490764245733576
2150,2,20.0,True,1.0,False,True,True,1.0,1,,3,8,61,,False,1,1,12,0.41255389378,0,1.0,3,1,True,3,3,0.4940945771976026
2156,2,13.0,True,1.0,False,False,False,3.0,4,1.0,2,7,48,,False,1,1,24,0.48258571,1,1.0,2,1,True,3,3,0.5017550319222035
2165,1,20.0,True,1.0,False,False,False,1.0,3,1.0,4,7,57,,False,1,1,42,0.507503387,1,3.0,3,1,True,3,1,0.4940945771976026
2167,2,17.0,True,1.0,False,False,False,3.0,1,,4,7,29,,False,9,1,36,0.641653527060001,1,1.0,1,9,True,3,1,0.5210454958003343
2168,2,20.0,True,1.0,True,False,True,1.0,1,,2,2,37,,False,1,1,42,1.67129209702,1,1.0,2,1,True,1,1,0.6490764245733576
2172,1,29.0,True,1.0,False,False,True,3.0,1,,2,5,40,,False,1,2,29,0.912605787100002,1,1.0,2,1,False,3,2,0.4092546370180767
2174,1,20.0,True,1.0,False,True,True,1.0,2,,3,6,69,,True,4,2,39,1.836026730775,0,2.0,3,4,False,3,2,0.3483251919970561
2175,2,30.0,True,1.0,False,False,True,3.0,1,,3,7,72,,False,1,1,17,0.42821718086,1,1.0,3,1,True,3,2,0.4940945771976026
2178,2,10.0,True,1.0,False,False,True,3.0,1,,4,7,81,,False,1,1,29,0.42821718086,1,1.0,3,1,True,3,2,0.4940945771976026
2180,2,20.0,True,1.0,False,False,True,1.0,2,,1,7,39,,False,1,1,34,0.49465035275,0,2.0,2,1,True,3,1,0.5017550319222035
2181,2,20.0,True,1.0,False,False,False,3.0,4,2.0,3,8,30,,False,2,2,26,0.556026142,0,2.0,1,2,False,3,2,0.0680827394291932
2187,2,3.0,True,4.0,False,False,False,2.0,3,1.0,3,4,50,,False,9,1,42,1.961394266,1,3.0,2,9,True,3,1,0.5615960989441215
2194,2,30.0,True,1.0,True,False,True,3.0,3,3.0,2,8,48,,False,1,1,47,0.400304182,1,3.0,2,1,True,3,3,0.5017550319222035
2200,2,20.0,True,2.0,False,False,False,2.0,3,3.0,3,7,50,,False,1,1,25,0.48258571,0,3.0,2,1,True,3,1,0.5017550319222035
2211,1,20.0,True,1.0,False,False,True,1.0,2,,3,3,58,,False,1,2,26,1.275454390675,0,2.0,3,1,False,1,2,0.5489726726016116
2217,2,20.0,True,1.0,False,False,False,1.0,3,2.0,1,7,43,,False,1,1,25,0.48258571,0,3.0,2,1,True,3,1,0.5017550319222035
2218,2,3.0,True,1.0,False,True,False,1.0,2,,3,8,52,,False,1,2,21,0.478607773325,0,2.0,2,1,False,3,3,0.4092546370180767
2224,2,1.0,True,1.0,True,False,True,3.0,4,1.0,4,7,54,,False,1,2,1,0.466934413,1,1.0,2,1,False,3,3,0.4092546370180767
2227,2,20.0,True,1.0,False,False,True,1.0,2,,1,8,49,,False,1,2,39,0.49677890465,0,2.0,2,1,False,3,2,0.4092546370180767
2231,1,20.0,True,1.0,True,False,True,1.0,1,,4,5,64,,False,1,2,39,0.90402611936,1,1.0,3,1,False,3,2,0.4017733184599421
2235,2,3.0,True,1.0,False,True,True,3.0,2,,1,6,84,,False,1,1,33,0.941486171349997,0,2.0,3,1,True,3,1,0.4940945771976026
2238,2,20.0,True,1.0,False,False,True,1.0,2,,3,5,42,,False,2,2,9,1.07814317295,0,2.0,2,2,False,3,1,0.0790572171433126
2247,1,20.0,True,1.0,False,True,True,1.0,2,,1,8,47,,False,2,2,17,0.48312291985,0,2.0,2,2,False,3,2,0.0790572171433126
2252,2,2.0,True,1.0,True,False,True,3.0,1,,4,3,63,,False,1,1,39,1.04544547702,1,1.0,3,1,True,1,2,0.6383140764053872
2260,2,30.0,True,2.0,False,False,True,3.0,4,1.0,1,3,59,,False,1,1,55,1.066781099,1,1.0,3,1,True,1,2,0.6383140764053872
2265,2,20.0,True,3.0,False,False,True,2.0,1,,2,6,63,,False,1,1,9,0.900152632120002,1,1.0,3,1,True,3,1,0.4940945771976026
2267,2,28.0,True,3.0,False,False,False,3.0,1,,2,2,32,,False,1,1,33,2.38194234963999,1,1.0,1,1,True,1,1,0.6232752821548939
2268,1,1.0,True,1.0,False,True,False,3.0,3,3.0,3,8,52,,False,2,2,55,0.471339434,0,3.0,2,2,False,3,2,0.0790572171433126
2288,2,29.0,True,4.0,False,False,False,2.0,3,2.0,1,3,48,,True,1,2,48,3.526609358,0,3.0,2,4,False,1,3,0.4051496639044034
2297,2,20.0,True,1.0,False,False,True,1.0,1,,4,7,69,,False,1,1,48,0.45407762862,1,1.0,3,1,True,3,3,0.4940945771976026
2303,1,20.0,True,1.0,True,False,True,3.0,3,2.0,3,3,76,,False,1,1,39,1.066781099,1,3.0,3,1,True,1,2,0.6383140764053872
2310,1,13.0,True,1.0,False,False,False,3.0,1,,4,8,57,,False,1,1,39,0.42821718086,1,1.0,3,1,True,3,2,0.4940945771976026
2312,2,1.0,True,1.0,False,False,True,3.0,1,,4,7,57,,False,1,1,48,0.45407762862,1,1.0,3,1,True,3,3,0.4940945771976026
2320,2,1.0,True,1.0,False,False,True,3.0,2,,3,8,30,,False,1,1,34,0.583525390599999,0,2.0,1,1,True,3,1,0.4589593559582667
2325,1,30.0,True,1.0,False,True,True,3.0,2,,1,5,42,,False,2,2,34,1.07814317295,0,2.0,2,2,False,3,1,0.0790572171433126
2327,2,20.0,True,1.0,True,False,True,3.0,1,,2,7,31,,True,1,1,48,0.9890705811,1,1.0,1,4,True,3,3,0.3959243556474406
2328,2,30.0,True,1.0,False,False,False,3.0,1,,4,6,27,,False,1,1,12,1.1907831089,1,1.0,1,1,True,3,3,0.4589593559582667
2336,1,9.0,True,1.0,False,False,True,1.0,3,2.0,3,3,62,,False,1,1,25,1.239014091,0,3.0,3,1,True,1,1,0.6383140764053872
2338,2,20.0,True,1.0,True,False,True,3.0,1,,2,7,32,,False,1,2,27,0.56030795772,1,1.0,1,1,False,3,2,0.3689259300784175
2344,1,20.0,True,1.0,False,True,True,1.0,2,,1,4,58,,False,2,1,13,1.02449602185,0,2.0,3,2,True,3,3,0.1107553113143782
2349,2,10.0,True,1.0,True,False,True,1.0,1,,4,7,63,,False,1,2,48,0.52965839598,1,1.0,3,1,False,3,3,0.4017733184599421
2372,2,20.0,True,1.0,True,False,True,3.0,1,,4,4,35,,False,1,1,42,1.67129209702,1,1.0,2,1,True,3,1,0.5017550319222035
2378,1,20.0,True,1.0,False,True,True,1.0,3,2.0,4,8,54,,False,2,2,34,0.547437708,0,3.0,2,2,False,3,1,0.0790572171433126
2397,2,20.0,True,1.0,False,False,True,1.0,3,1.0,2,7,63,,False,1,1,49,0.463344519,1,3.0,3,1,True,3,4,0.4940945771976026
2401,1,20.0,True,1.0,False,False,False,3.0,4,3.0,3,7,44,,False,1,1,38,0.415502388,0,3.0,2,1,True,3,2,0.5017550319222035
2404,1,13.0,True,1.0,False,False,True,1.0,3,9.0,3,3,61,,False,1,1,29,1.066781099,0,3.0,3,1,True,1,2,0.6383140764053872
2409,2,20.0,True,1.0,False,False,True,3.0,1,,3,7,64,,False,1,1,35,0.45407762862,1,1.0,3,1,True,3,4,0.4940945771976026
2426,2,30.0,True,1.0,True,False,True,3.0,1,,3,3,55,,False,1,1,4,1.10858093528,1,1.0,3,1,True,1,4,0.6383140764053872
2431,2,13.0,True,1.0,False,True,False,1.0,9,2.0,3,7,27,,False,1,2,6,0.656920194,0,2.0,1,1,False,3,4,0.3689259300784175
2437,1,18.0,True,1.0,False,False,False,1.0,2,,1,7,49,,False,1,2,27,0.49677890465,0,2.0,2,1,False,3,2,0.4092546370180767
2466,2,15.0,True,1.0,True,False,False,2.0,1,,2,7,52,,False,1,2,53,0.5457292778,1,1.0,2,1,False,3,4,0.4092546370180767
2492,1,13.0,True,1.0,False,True,True,1.0,2,,3,5,65,,False,1,1,36,0.941486171349997,0,2.0,3,1,True,3,1,0.4940945771976026
2501,1,20.0,True,1.0,True,False,True,1.0,3,1.0,2,8,63,,False,1,2,25,0.591976819,1,3.0,3,1,False,3,1,0.4017733184599421
2526,2,20.0,True,1.0,False,False,True,1.0,2,,3,7,52,,False,9,1,6,0.562791986825,0,2.0,2,9,True,3,4,0.5615960989441215
2530,1,20.0,True,1.0,False,True,False,3.0,2,,2,5,75,,False,2,2,37,0.885910535025002,0,2.0,3,2,False,3,3,0.0768634545783466
