RESPID,PHTYPE,top_household_concern,registered_vote,likely_to_vote,approve_trump,approve_biden,optimistic,elec_enthusiasm,party,party_unaffiliated,political_leaning,education,age,age_bin,latino,race,gender,state,FINALWGT,vote_choice_recoded,party_recoded,age_recoded,race_recoded,male,education_recoded,region,propensity
2559,2,28.0,True,1.0,False,False,False,1.0,3,2.0,1,7,52,,False,1,1,8,0.440594977,0,3.0,2,1,True,3,4,0.5017550319222035
2562,1,20.0,True,1.0,False,True,True,1.0,2,,3,8,57,,True,1,2,12,0.977337285775,0,2.0,3,4,False,3,3,0.3483251919970561
2564,1,13.0,True,1.0,False,False,True,3.0,2,,1,5,32,,False,2,2,51,1.41283259765,0,2.0,1,2,False,3,3,0.0680827394291932
2567,1,30.0,True,1.0,True,False,True,3.0,1,,4,3,58,,False,1,2,47,1.17485358424,1,1.0,3,1,False,1,3,0.5489726726016116
2583,1,13.0,True,1.0,False,False,False,1.0,4,3.0,2,7,60,,False,2,2,21,0.47754562,0,3.0,3,2,False,3,3,0.0768634545783466
2589,2,20.0,True,1.0,True,False,True,1.0,3,1.0,2,3,69,,False,1,2,51,1.198830188,1,3.0,3,1,False,1,3,0.5489726726016116
2603,1,6.0,True,1.0,False,False,True,1.0,3,2.0,3,6,63,,False,1,1,24,0.918523094,1,3.0,3,1,True,3,3,0.4940945771976026
2612,2,1.0,True,1.0,False,True,False,3.0,3,2.0,3,8,64,,True,4,1,32,0.899713551,0,3.0,3,4,True,3,4,0.4295447375457845
2616,1,20.0,True,1.0,True,False,False,1.0,1,,2,3,62,,False,9,1,42,1.3964999951,1,1.0,3,9,True,1,1,0.7124154710213846
2629,2,20.0,True,1.0,True,False,True,3.0,1,,4,3,69,,False,1,1,53,1.2011943643,1,1.0,3,1,True,1,4,0.6383140764053872
2633,2,20.0,True,1.0,False,False,False,3.0,3,1.0,2,7,41,,False,1,2,12,0.466934413,1,3.0,2,1,False,3,3,0.4092546370180767
2640,2,13.0,True,1.0,False,False,False,3.0,1,,3,8,41,,False,1,1,53,0.46785523988,0,1.0,2,1,True,3,4,0.5017550319222035
2647,2,20.0,True,1.0,False,False,True,3.0,3,3.0,3,8,70,,False,1,1,6,0.502053397,0,3.0,3,1,True,3,4,0.4940945771976026
2648,2,30.0,True,1.0,True,False,True,3.0,1,,4,5,79,,False,1,2,6,1.03870656386,1,1.0,3,1,False,3,4,0.4017733184599421
2678,1,30.0,True,1.0,True,False,True,1.0,1,,2,5,20,,False,1,2,37,1.38898776786,1,1.0,1,1,False,3,3,0.3689259300784175
2680,1,2.0,True,1.0,True,False,False,1.0,1,,4,5,86,,False,1,2,4,0.958621126539998,1,1.0,3,1,False,3,4,0.4017733184599421
2684,2,20.0,True,1.0,False,False,False,3.0,3,2.0,3,8,99,3.0,False,1,1,32,0.463344519,0,3.0,3,1,True,3,4,0.4940945771976026
2693,2,6.0,True,1.0,False,False,True,3.0,2,,1,5,69,,False,1,1,4,0.859565606800002,0,2.0,3,1,True,3,4,0.4940945771976026
2695,2,5.0,True,1.0,False,False,True,3.0,1,,3,5,76,,False,1,2,8,0.958621126539998,1,1.0,3,1,False,3,4,0.4017733184599421
2696,2,6.0,True,1.0,False,True,True,1.0,2,,1,3,84,,False,1,2,6,1.4654696584,0,2.0,3,1,False,1,4,0.5489726726016116
2703,1,10.0,True,1.0,True,False,True,1.0,1,,4,7,44,,False,1,2,6,0.5457292778,1,1.0,2,1,False,3,4,0.4092546370180767
2711,1,30.0,True,1.0,False,False,False,2.0,1,,2,5,63,,False,1,2,53,1.03870656386,1,1.0,3,1,False,3,4,0.4017733184599421
2712,2,20.0,True,1.0,False,False,True,3.0,3,2.0,3,3,47,,False,1,1,6,1.687086106,0,3.0,2,1,True,1,4,0.6490764245733576
2719,1,20.0,True,1.0,False,False,False,3.0,3,2.0,3,7,41,,False,1,2,6,0.55686661,0,3.0,2,1,False,3,4,0.4092546370180767
2731,1,20.0,True,1.0,False,False,True,1.0,1,,2,7,74,,False,1,2,6,0.57390729032,0,1.0,3,1,False,3,4,0.4017733184599421
2735,2,20.0,True,1.0,False,True,False,1.0,2,,3,8,28,,False,1,2,29,0.586036384349997,0,2.0,1,1,False,3,2,0.3689259300784175
2737,1,20.0,True,1.0,False,False,True,3.0,1,,2,6,99,3.0,False,1,1,6,0.890486050299999,1,1.0,3,1,True,3,4,0.4940945771976026
2738,1,20.0,True,1.0,False,True,True,1.0,2,,3,8,99,3.0,False,1,2,6,0.600260176100002,0,2.0,3,1,False,3,4,0.4017733184599421
2742,2,2.0,True,1.0,False,False,False,3.0,2,,3,5,72,,False,1,2,36,1.098195603625,0,2.0,3,1,False,3,1,0.4017733184599421
2743,2,3.0,True,1.0,False,True,True,1.0,3,2.0,3,8,58,,False,1,2,36,0.591976819,0,3.0,3,1,False,3,1,0.4017733184599421
2744,2,10.0,True,1.0,False,False,False,2.0,2,,3,7,65,,False,1,1,34,0.520190971675,0,2.0,3,1,True,3,1,0.4940945771976026
2747,2,20.0,True,2.0,False,False,True,1.0,3,1.0,2,5,41,,False,1,1,4,0.846559339,1,3.0,2,1,True,3,4,0.5017550319222035
2755,2,20.0,True,1.0,False,False,True,3.0,2,,2,3,47,,True,2,1,36,3.394301225775,0,2.0,2,4,True,1,1,0.4857144663296094
2756,2,20.0,True,1.0,False,False,False,3.0,3,3.0,3,8,65,,False,1,1,36,0.507503387,0,3.0,3,1,True,3,1,0.4940945771976026
2765,2,30.0,True,1.0,False,False,False,3.0,4,1.0,3,7,41,,True,1,1,42,0.937075729,1,1.0,2,4,True,3,1,0.4368002123547066
2769,2,20.0,True,1.0,False,True,True,1.0,4,2.0,2,8,70,,True,1,2,37,0.953499791,0,2.0,3,4,False,3,3,0.3483251919970561
2782,2,1.0,True,1.0,False,False,True,2.0,2,,3,5,65,,True,4,2,24,2.132455281425,0,2.0,3,4,False,3,3,0.3483251919970561
2785,2,3.0,True,1.0,False,False,True,1.0,1,,2,3,29,,False,1,1,45,1.97581789972,1,1.0,1,1,True,1,3,0.6232752821548939
2787,2,13.0,True,1.0,False,False,True,3.0,2,,3,8,49,,True,1,1,12,0.796735602674999,0,2.0,2,4,True,3,3,0.4368002123547066
2803,2,20.0,True,1.0,False,False,False,1.0,2,,3,8,30,,False,1,1,36,0.583525390599999,0,2.0,1,1,True,3,1,0.4589593559582667
2816,2,1.0,True,1.0,False,False,True,3.0,1,,2,3,30,,False,5,1,12,3.92,1,1.0,1,9,True,1,3,0.6998269341486337
2823,2,20.0,True,1.0,True,False,True,3.0,1,,2,7,43,,False,1,1,42,0.4729339958,1,1.0,2,1,True,3,1,0.5017550319222035
2835,2,30.0,True,1.0,False,False,True,3.0,2,,2,5,80,,False,2,1,12,0.759493586824998,0,2.0,3,2,True,3,3,0.1107553113143782
2839,2,28.0,True,1.0,False,False,False,2.0,2,,1,7,23,,False,2,2,12,0.549080067775,0,2.0,1,2,False,3,3,0.0680827394291932
2841,2,20.0,True,3.0,False,False,True,3.0,2,,4,6,26,,False,1,1,39,1.29274793545,1,2.0,1,1,True,3,2,0.4589593559582667
2848,2,3.0,True,1.0,False,True,True,1.0,2,,1,8,70,,False,2,2,12,0.4894842605,0,2.0,3,2,False,3,3,0.0768634545783466
2850,2,20.0,True,1.0,False,False,False,2.0,3,3.0,2,8,49,,False,2,2,37,0.454098825,0,3.0,2,2,False,3,3,0.0790572171433126
2853,2,20.0,True,1.0,False,True,True,1.0,2,,3,8,40,,False,2,2,13,0.465451295625,0,2.0,2,2,False,3,3,0.0790572171433126
2854,2,20.0,True,1.0,False,False,True,3.0,3,2.0,3,7,45,,False,2,1,42,0.469319883,0,3.0,2,2,True,3,1,0.113641149893248
2855,2,13.0,True,1.0,False,True,True,1.0,2,,3,6,62,,False,1,1,12,0.780961483049998,0,2.0,3,1,True,3,3,0.4940945771976026
2860,2,6.0,True,1.0,True,False,True,3.0,4,1.0,4,3,59,,False,1,1,51,1.027760482,1,1.0,3,1,True,1,3,0.6383140764053872
2863,2,20.0,True,1.0,False,False,False,1.0,2,,3,8,64,,False,2,1,51,0.419636228975,0,2.0,3,2,True,3,3,0.1107553113143782
2869,2,2.0,True,1.0,False,False,False,3.0,3,2.0,3,5,22,,False,2,2,26,1.430705474,0,3.0,1,2,False,3,2,0.0680827394291932
2872,2,1.0,True,2.0,False,False,False,1.0,3,2.0,1,3,34,,False,1,1,34,2.430553418,0,3.0,1,1,True,1,1,0.6232752821548939
2877,2,10.0,True,1.0,True,False,True,1.0,1,,4,7,33,,False,1,1,51,0.46278325674,1,1.0,1,1,True,3,3,0.4589593559582667
2888,2,2.0,True,1.0,False,False,False,1.0,2,,1,7,26,,False,1,2,36,0.680652608124998,0,2.0,1,1,False,3,1,0.3689259300784175
2896,2,18.0,True,1.0,False,True,True,3.0,2,,2,5,32,,False,2,2,34,1.703236820475,0,2.0,1,2,False,3,1,0.0680827394291932
2904,2,20.0,True,1.0,False,False,True,1.0,1,,2,7,40,,False,1,1,42,0.4729339958,1,1.0,2,1,True,3,1,0.5017550319222035
2906,2,20.0,True,1.0,False,False,False,1.0,1,,2,7,47,,False,1,1,42,0.4729339958,1,1.0,2,1,True,3,1,0.5017550319222035
2910,2,2.0,True,1.0,False,False,False,3.0,2,,1,8,33,,False,1,1,47,0.484033508325,0,2.0,1,1,True,3,3,0.4589593559582667
2915,1,1.0,True,1.0,False,True,True,3.0,2,,1,7,66,,False,1,2,12,0.5033200549,0,2.0,3,1,False,3,3,0.4017733184599421
2916,1,15.0,True,1.0,True,False,True,3.0,1,,4,3,71,,False,1,1,39,1.04544547702,1,1.0,3,1,True,1,2,0.6383140764053872
2919,2,1.0,True,1.0,False,False,False,2.0,3,2.0,3,7,26,,True,4,2,36,1.2894422,0,3.0,1,4,False,3,1,0.3176068230824714
2993,1,20.0,True,1.0,False,False,True,2.0,2,,3,8,42,,False,1,2,37,0.478607773325,0,2.0,2,1,False,3,3,0.4092546370180767
2998,2,15.0,True,1.0,False,False,True,3.0,1,,2,3,40,,False,1,1,13,1.38633449332,1,1.0,2,1,True,1,3,0.6490764245733576
3017,2,28.0,True,4.0,False,False,False,2.0,3,3.0,3,7,42,,False,1,2,51,0.466934413,0,3.0,2,1,False,3,3,0.4092546370180767
3019,2,14.0,True,1.0,False,False,True,3.0,4,1.0,3,7,45,,False,1,1,47,0.400304182,1,1.0,2,1,True,3,3,0.5017550319222035
3034,2,17.0,True,1.0,True,False,True,1.0,1,,2,2,33,,False,1,1,39,2.05083307576,1,1.0,1,1,True,1,2,0.6232752821548939
3051,1,15.0,True,1.0,True,False,True,3.0,1,,2,7,40,,False,1,2,37,0.45759572474,1,1.0,2,1,False,3,3,0.4092546370180767
3061,1,13.0,True,1.0,False,False,True,3.0,2,,3,7,30,,False,1,1,17,0.50241063595,0,2.0,1,1,True,3,2,0.4589593559582667
3080,2,20.0,True,2.0,True,False,True,3.0,1,,4,6,45,,False,1,1,45,0.753761699179997,1,1.0,2,1,True,3,3,0.5017550319222035
3086,1,20.0,True,1.0,False,False,False,2.0,3,2.0,3,8,99,9.0,False,1,2,47,0.861564083,0,3.0,3,1,False,3,3,0.4017733184599421
3090,1,1.0,True,1.0,False,False,True,2.0,3,2.0,3,5,29,,False,1,1,17,1.261217498,0,3.0,1,1,True,3,2,0.4589593559582667
3094,2,20.0,True,1.0,True,False,True,1.0,1,,2,6,37,,False,1,1,39,0.782379501400001,1,1.0,2,1,True,3,2,0.5017550319222035
3098,1,20.0,True,1.0,False,False,False,3.0,3,2.0,3,7,43,,False,1,2,18,0.484662346,0,3.0,2,1,False,3,2,0.4092546370180767
3099,1,20.0,True,1.0,True,False,False,3.0,1,,4,3,34,,False,1,1,55,2.05083307576,1,1.0,1,1,True,1,2,0.6232752821548939
3100,2,13.0,True,1.0,False,False,False,3.0,4,1.0,2,7,39,,False,1,1,39,0.415502388,1,1.0,2,1,True,3,2,0.5017550319222035
3102,2,20.0,True,1.0,False,False,False,2.0,3,1.0,3,8,37,,False,2,1,1,0.4,0,3.0,2,2,True,3,3,0.113641149893248
3108,1,20.0,True,1.0,False,False,True,3.0,3,2.0,1,8,35,,False,1,2,44,0.562911619,0,3.0,2,1,False,3,1,0.4092546370180767
3123,1,15.0,True,1.0,False,False,True,1.0,2,,3,7,54,,False,1,2,39,0.49677890465,0,2.0,2,1,False,3,2,0.4092546370180767
3129,2,3.0,True,2.0,False,False,False,1.0,4,2.0,3,1,25,,False,1,1,18,2.092686812,0,2.0,1,1,True,1,2,0.6232752821548939
3133,1,20.0,True,1.0,False,False,True,3.0,1,,4,6,36,,False,1,2,26,0.912605787100002,1,1.0,2,1,False,3,2,0.4092546370180767
3143,2,17.0,True,1.0,True,False,True,1.0,4,1.0,4,8,37,,False,1,1,55,0.415502388,1,1.0,2,1,True,3,2,0.5017550319222035
3149,1,1.0,True,2.0,False,False,False,2.0,1,,3,7,47,,True,1,1,29,0.790678322700001,1,1.0,2,4,True,3,2,0.4368002123547066
3171,2,10.0,True,1.0,False,False,False,2.0,3,2.0,3,8,31,,True,2,1,18,0.951776969,0,3.0,1,4,True,3,2,0.3959243556474406
3177,1,20.0,True,1.0,False,False,False,2.0,1,,3,6,53,,False,1,2,55,0.912605787100002,1,1.0,2,1,False,3,2,0.4092546370180767
3183,2,20.0,True,1.0,True,False,True,1.0,1,,4,5,32,,True,4,2,18,2.79951017626,1,1.0,1,4,False,3,2,0.3176068230824714
3191,2,20.0,True,1.0,False,False,True,2.0,1,,4,7,41,,False,1,2,29,0.47496909908,1,1.0,2,1,False,3,2,0.4092546370180767
3195,2,13.0,True,1.0,False,False,False,1.0,1,,4,7,45,,False,1,2,48,0.50365293958,1,1.0,2,1,False,3,3,0.4092546370180767
3217,2,1.0,True,3.0,False,False,True,2.0,4,2.0,2,3,26,,False,1,2,48,2.58842753,1,2.0,1,1,False,1,3,0.5334219750154965
3227,1,20.0,True,2.0,False,True,True,1.0,2,,3,3,52,,True,1,2,48,3.61477459195001,0,2.0,2,4,False,1,3,0.4051496639044034
3234,2,1.0,True,2.0,False,False,False,2.0,9,3.0,3,3,47,,False,2,2,48,1.766247742,0,3.0,2,2,False,1,3,0.1489889958702193
3239,1,13.0,True,1.0,False,False,True,3.0,3,2.0,3,6,28,,False,1,2,48,1.559989806,0,3.0,1,1,False,3,3,0.3689259300784175
3241,1,9.0,True,1.0,False,True,True,1.0,2,,1,6,53,,False,2,2,22,0.894318276899998,0,2.0,2,2,False,3,3,0.0790572171433126
3251,2,30.0,True,1.0,True,False,True,3.0,1,,3,6,31,,False,1,2,48,1.52879000988,1,1.0,1,1,False,3,3,0.3689259300784175
3274,1,20.0,True,1.0,False,False,True,1.0,1,,4,7,99,2.0,False,9,1,48,0.496597164,1,1.0,3,9,True,3,3,0.55438178108617
3295,2,10.0,True,1.0,False,False,False,2.0,4,2.0,3,8,46,,False,2,2,48,0.499804076,0,2.0,2,2,False,3,3,0.0790572171433126
3300,2,30.0,True,1.0,False,False,True,2.0,1,,3,8,21,,True,1,1,35,0.9890705811,1,1.0,1,4,True,3,4,0.3959243556474406
3312,1,28.0,True,2.0,False,False,True,3.0,1,,4,3,49,,True,1,2,48,3.45607717084,1,1.0,2,4,False,1,3,0.4051496639044034
3337,2,8.0,True,1.0,True,False,True,1.0,1,,4,7,38,,False,1,1,22,0.39229809836,1,1.0,2,1,True,3,3,0.5017550319222035
3345,1,10.0,True,1.0,False,False,False,2.0,1,,3,8,99,9.0,False,1,2,48,0.929315277100002,0,1.0,3,1,False,3,3,0.4017733184599421
3346,1,30.0,True,1.0,True,False,True,1.0,1,,4,8,43,,False,1,1,48,0.43178307746,1,1.0,2,1,True,3,3,0.5017550319222035
3360,1,20.0,True,1.0,False,False,True,2.0,3,3.0,3,5,37,,False,3,2,48,2.792242355,0,3.0,2,3,False,3,3,0.2383888487950067
3361,2,13.0,True,1.0,False,False,False,2.0,1,,3,7,35,,False,1,2,22,0.45759572474,1,1.0,2,1,False,3,3,0.4092546370180767
3362,2,30.0,True,1.0,False,False,False,3.0,1,,4,5,99,2.0,False,1,1,5,0.753761699179997,1,1.0,3,1,True,3,3,0.4940945771976026
3368,1,20.0,True,1.0,False,False,True,3.0,3,2.0,3,8,60,,False,1,2,49,0.540467751,0,3.0,3,1,False,3,4,0.4017733184599421
3372,1,13.0,True,2.0,False,False,True,3.0,3,1.0,2,7,65,,False,1,1,4,0.463344519,1,3.0,3,1,True,3,4,0.4940945771976026
3376,1,3.0,True,2.0,False,False,False,2.0,2,,1,7,25,,True,5,1,4,1.034487087375,0,2.0,1,4,True,3,4,0.3959243556474406
3377,2,20.0,True,1.0,False,False,True,3.0,1,,4,5,41,,False,1,2,49,0.9677189291,1,1.0,2,1,False,3,4,0.4092546370180767
3379,2,28.0,True,1.0,False,False,True,3.0,1,,1,7,60,,False,1,2,49,0.52965839598,0,1.0,3,1,False,3,4,0.4017733184599421
3380,1,20.0,True,1.0,False,False,True,3.0,1,,3,8,47,,False,1,2,35,0.50365293958,1,1.0,2,1,False,3,4,0.4092546370180767
3388,2,13.0,True,2.0,True,False,True,3.0,1,,2,7,54,,False,1,2,49,0.50365293958,1,1.0,2,1,False,3,4,0.4092546370180767
3391,2,20.0,True,1.0,False,False,True,3.0,3,3.0,2,3,78,,False,1,2,4,1.319492984,0,3.0,3,1,False,1,4,0.5489726726016116
3395,2,20.0,True,1.0,False,False,True,3.0,1,,3,7,57,,False,1,2,8,0.52965839598,1,1.0,3,1,False,3,4,0.4017733184599421
3403,2,1.0,True,2.0,False,False,True,1.0,3,1.0,4,8,70,,False,1,1,16,0.463344519,1,3.0,3,1,True,3,4,0.4940945771976026
3406,2,30.0,True,2.0,True,False,True,1.0,3,1.0,4,5,99,9.0,False,9,2,32,1.090625426,1,3.0,3,9,False,3,4,0.4791533282102547
3416,2,3.0,True,1.0,False,True,True,3.0,3,2.0,3,7,62,,False,1,1,41,0.502053397,0,3.0,3,1,True,3,4,0.4940945771976026
3420,1,20.0,True,1.0,False,True,True,1.0,2,,1,8,73,,False,1,1,8,0.474928131975,0,2.0,3,1,True,3,4,0.4940945771976026
3422,2,3.0,True,1.0,False,True,False,1.0,2,,4,7,73,,False,3,2,32,1.566475477975,0,2.0,3,3,False,3,4,0.2331238574976277
3424,2,10.0,True,2.0,False,False,False,3.0,2,,3,8,35,,False,1,2,6,0.570788275250001,0,2.0,2,1,False,3,4,0.4092546370180767
3428,2,13.0,True,1.0,False,False,True,3.0,2,,3,7,99,2.0,False,1,2,41,0.570788275250001,0,2.0,3,1,False,3,4,0.4017733184599421
3437,2,1.0,True,1.0,False,False,False,3.0,2,,3,6,55,,False,1,2,6,1.086402273425,0,2.0,3,1,False,3,4,0.4017733184599421
3439,2,20.0,True,1.0,False,False,True,3.0,2,,1,7,43,,False,1,2,6,0.570788275250001,0,2.0,2,1,False,3,4,0.4092546370180767
3442,2,1.0,True,1.0,False,False,True,1.0,4,3.0,1,6,36,,False,2,2,6,1.040551397,0,3.0,2,2,False,3,4,0.0790572171433126
3443,1,30.0,True,2.0,True,False,True,3.0,2,,3,3,94,,False,1,1,32,1.1594851619,1,2.0,3,1,True,1,4,0.6383140764053872
3447,2,20.0,True,1.0,False,True,True,1.0,2,,3,8,58,,False,1,2,6,0.600260176100002,0,2.0,3,1,False,3,4,0.4017733184599421
3454,2,6.0,True,2.0,False,False,True,3.0,3,1.0,3,8,51,,False,1,1,6,0.477403306,1,3.0,2,1,True,3,4,0.5017550319222035
3456,2,9.0,True,1.0,False,False,True,2.0,4,2.0,1,7,54,,True,4,1,6,0.927012636,0,2.0,2,4,True,3,4,0.4368002123547066
3461,2,20.0,True,2.0,False,False,True,3.0,2,,1,4,60,,False,1,1,6,1.256351248375,0,2.0,3,1,True,3,4,0.4940945771976026
3476,2,28.0,True,1.0,False,False,False,3.0,2,,1,3,23,,True,4,2,6,4.1,0,2.0,1,4,False,1,4,0.3802000799509544
3486,2,5.0,True,1.0,False,False,False,1.0,1,,4,7,44,,True,1,1,6,0.908472383279999,1,1.0,2,4,True,3,4,0.4368002123547066
3490,2,30.0,True,1.0,False,False,True,3.0,2,,3,6,41,,False,1,1,6,0.940214946875002,0,2.0,2,1,True,3,4,0.5017550319222035
3511,2,28.0,True,1.0,False,False,True,3.0,1,,2,6,39,,False,1,2,22,0.879224580219998,1,1.0,2,1,False,3,3,0.4092546370180767
3520,2,1.0,True,1.0,False,False,True,1.0,2,,1,7,27,,False,2,1,6,0.56139070625,0,2.0,1,2,True,3,4,0.0983132717059409
3521,2,3.0,True,1.0,False,False,True,1.0,2,,3,6,52,,False,1,2,53,1.0967127843,0,2.0,2,1,False,3,4,0.4092546370180767
3523,2,20.0,True,1.0,False,True,True,2.0,4,3.0,3,8,99,1.0,False,9,2,1,0.633513589,0,3.0,3,9,False,3,3,0.4791533282102547
3525,2,9.0,True,2.0,False,False,True,1.0,3,2.0,3,5,21,,False,1,2,6,1.690314982,0,3.0,1,1,False,3,4,0.3689259300784175
3541,2,20.0,True,3.0,False,False,False,2.0,4,2.0,4,7,45,,False,1,2,49,0.513931571,0,2.0,2,1,False,3,4,0.4092546370180767
3559,2,1.0,True,2.0,False,False,False,3.0,2,,3,5,28,,False,1,1,6,1.485339569375,0,2.0,1,1,True,3,4,0.4589593559582667
3599,1,17.0,True,1.0,False,False,True,3.0,4,3.0,2,6,54,,False,5,2,53,3.025512774,0,3.0,2,9,False,3,4,0.4864516248744941
3602,2,20.0,True,1.0,False,False,True,1.0,3,1.0,3,6,50,,False,1,2,32,0.987468295,1,3.0,2,1,False,3,4,0.4092546370180767
3603,1,28.0,True,1.0,True,False,True,1.0,1,,4,7,54,,False,1,1,53,0.46785523988,1,1.0,2,1,True,3,4,0.5017550319222035
3630,2,20.0,True,1.0,False,False,False,1.0,2,,1,7,40,,False,1,2,53,0.570788275250001,0,2.0,2,1,False,3,4,0.4092546370180767
3663,1,20.0,True,1.0,False,False,False,1.0,9,2.0,3,7,47,,False,1,2,41,0.55686661,0,2.0,2,1,False,3,4,0.4092546370180767
3697,1,28.0,True,1.0,False,False,True,1.0,1,,4,7,54,,False,1,1,6,0.46785523988,1,1.0,2,1,True,3,4,0.5017550319222035
3699,1,15.0,True,1.0,False,False,False,3.0,2,,3,8,52,,True,1,2,6,1.108345787075,0,2.0,2,4,False,3,4,0.3549324737949213
