RESPID,PHTYPE,top_household_concern,registered_vote,likely_to_vote,vote_choice,vote_choice_undecided,approve_trump,approve_biden,optimistic,elec_enthusiasm,economic_situation,focused_imp_issues,party,party_unaffiliated,political_leaning,education,age,age_bin,latino,race,gender,state,FINALWGT,vote_choice_recoded,party_recoded,age_recoded,race_recoded,male,education_recoded,region
741,1,20.0,True,1.0,1.0,,False,False,True,3,2,True,1,,2,7,99,2.0,False,1,2,48.0,0.47660787948,1.0,1.0,3.0,1,False,2,3.0
742,1,20.0,False,,,,False,False,False,3,2,False,1,,2,8,27,,False,3,2,6.0,1.344360178095,,1.0,1.0,3,False,2,4.0
743,1,20.0,True,1.0,1.0,,True,False,True,1,1,True,1,,2,3,86,,False,1,2,48.0,1.165437252285,1.0,1.0,3.0,1,False,1,3.0
746,2,20.0,True,1.0,2.0,,False,False,False,9,2,False,2,,3,8,99,2.0,False,3,2,6.0,0.906111226,2.0,2.0,3.0,3,False,2,4.0
749,2,9.0,True,1.0,1.0,,True,False,True,1,2,True,1,,2,9,82,,False,1,2,6.0,0.849108575775,1.0,1.0,3.0,1,False,3,4.0
759,2,20.0,True,1.0,2.0,,False,True,True,3,2,False,2,,3,8,71,,False,1,2,41.0,0.53481167,2.0,2.0,3.0,1,False,2,4.0
767,2,30.0,False,,,,False,False,True,3,2,True,9,9.0,4,7,72,,False,1,2,16.0,0.55100862,,3.0,3.0,1,False,2,4.0
784,2,2.0,True,2.0,1.0,,True,False,True,3,2,True,3,1.0,3,4,69,,False,1,2,30.0,1.159639057,1.0,3.0,3.0,1,False,2,4.0
797,2,20.0,False,,,,False,False,True,1,2,False,2,,3,2,18,,False,2,2,6.0,2.694136863,,2.0,1.0,2,False,1,4.0
801,2,28.0,True,1.0,1.0,,True,False,False,3,2,True,3,1.0,2,8,67,,False,1,2,32.0,0.55100862,1.0,3.0,3.0,1,False,2,4.0
803,2,20.0,True,1.0,1.0,,True,False,True,1,3,True,1,,2,3,52,,False,1,2,6.0,1.61652077592,1.0,1.0,2.0,1,False,1,4.0
818,2,3.0,True,5.0,,,False,False,False,2,1,False,2,,1,8,46,,False,1,2,6.0,0.460296464,,2.0,2.0,1,False,2,4.0
821,2,20.0,False,,,,False,False,True,3,2,False,1,,3,1,83,,False,1,2,16.0,1.165437252285,,1.0,3.0,1,False,1,4.0
857,2,1.0,True,1.0,1.0,,True,False,True,1,3,True,1,,2,4,66,,False,1,2,41.0,1.13117911479,1.0,1.0,3.0,1,False,2,4.0
879,2,3.0,True,1.0,2.0,,False,False,False,2,2,False,2,,1,5,22,,False,1,1,6.0,1.061959427,2.0,2.0,1.0,1,True,2,4.0
892,2,20.0,True,1.0,2.0,,False,False,True,3,2,False,3,3.0,2,7,44,,True,1,2,35.0,0.888419279,2.0,3.0,2.0,4,False,2,4.0
897,2,30.0,True,2.0,2.0,,False,False,True,3,2,False,3,2.0,3,3,19,,True,4,2,32.0,3.86041444,2.0,3.0,1.0,4,False,1,4.0
914,2,20.0,True,1.0,1.0,,True,False,True,1,3,True,3,1.0,2,3,61,,False,1,2,11.0,1.154740286,1.0,3.0,3.0,1,False,1,3.0
927,2,30.0,True,2.0,2.0,,False,False,True,3,2,False,1,,2,7,77,,False,1,2,6.0,0.53748572835,2.0,1.0,3.0,1,False,2,4.0
933,2,20.0,True,1.0,2.0,,False,True,False,3,3,False,3,2.0,2,5,72,,False,1,2,6.0,0.729117049,2.0,3.0,3.0,1,False,2,4.0
935,2,16.0,True,1.0,2.0,,False,False,False,3,2,False,4,2.0,1,3,64,,False,1,2,6.0,1.125551358,2.0,2.0,3.0,1,False,1,4.0
936,2,8.0,True,2.0,1.0,,False,False,True,3,2,True,1,,2,7,35,,False,1,1,41.0,0.41732963283,1.0,1.0,2.0,1,True,2,4.0
938,2,2.0,False,,,,True,False,True,1,1,False,4,1.0,3,5,68,,False,1,1,6.0,0.657768053,,1.0,3.0,1,True,2,4.0
948,2,20.0,True,1.0,2.0,,False,False,True,1,2,False,2,,1,8,60,,False,1,2,6.0,0.53481167,2.0,2.0,3.0,1,False,2,4.0
952,2,8.0,True,1.0,1.0,,True,False,True,1,3,True,1,,2,3,37,,False,1,1,6.0,1.4583333699,1.0,1.0,2.0,1,True,1,4.0
955,2,20.0,True,1.0,1.0,,False,False,False,2,1,False,4,1.0,4,3,34,,False,1,2,6.0,2.000108685,1.0,1.0,1.0,1,False,1,4.0
972,2,20.0,True,1.0,1.0,,False,False,True,3,2,True,3,1.0,3,3,65,,False,1,2,6.0,1.125551358,1.0,3.0,3.0,1,False,1,4.0
991,2,20.0,True,1.0,9.0,9.0,False,False,True,3,1,False,4,3.0,3,7,57,,False,9,1,6.0,0.569996985,3.0,3.0,3.0,9,True,2,4.0
993,2,20.0,False,,,,False,False,True,2,2,False,3,2.0,2,3,24,,False,3,2,53.0,3.937290585,,3.0,1.0,3,False,1,4.0
996,2,20.0,True,1.0,1.0,,True,False,True,1,1,True,3,1.0,2,3,61,,False,1,2,48.0,1.159639057,1.0,3.0,3.0,1,False,1,3.0
1003,2,20.0,True,1.0,1.0,,True,False,True,3,2,True,1,,3,6,66,,False,1,2,41.0,0.732762634245,1.0,1.0,3.0,1,False,2,4.0
1012,2,20.0,True,1.0,2.0,,False,False,False,1,2,False,2,,3,5,46,,False,1,1,6.0,0.85773646,2.0,2.0,2.0,1,True,2,4.0
1015,2,3.0,False,,,,False,False,True,3,1,False,4,2.0,3,2,37,,False,1,2,41.0,1.608478384,,2.0,2.0,1,False,1,4.0
1016,2,20.0,False,,,,True,False,True,1,2,True,1,,2,6,70,,False,1,2,53.0,0.732762634245,,1.0,3.0,1,False,2,4.0
1023,2,20.0,True,1.0,2.0,,False,False,False,2,1,False,2,,1,3,28,,False,5,2,6.0,3.937290585,2.0,2.0,1.0,9,False,1,4.0
1026,2,20.0,True,1.0,2.0,,False,False,False,2,2,False,3,2.0,3,7,36,,False,3,2,8.0,0.933553108,2.0,3.0,2.0,3,False,2,4.0
1027,2,2.0,True,1.0,2.0,,False,True,False,1,2,False,2,,1,8,82,,True,4,1,6.0,0.903855939,2.0,2.0,3.0,4,True,2,4.0
1028,2,20.0,True,1.0,2.0,,False,False,True,2,2,False,3,1.0,2,7,48,,True,4,1,6.0,0.777921866,2.0,3.0,2.0,4,True,2,4.0
1031,2,20.0,True,1.0,8.0,1.0,False,False,True,3,2,True,2,,3,6,29,,False,1,1,6.0,1.061959427,1.0,2.0,1.0,1,True,2,4.0
1035,2,3.0,False,,,,False,False,True,3,2,False,9,3.0,1,8,34,,False,3,2,6.0,1.337671819,,3.0,1.0,3,False,2,4.0
1037,2,20.0,True,3.0,8.0,9.0,False,False,True,2,3,False,3,2.0,3,8,99,2.0,False,2,1,53.0,0.559344304,3.0,3.0,3.0,2,True,2,4.0
1038,2,20.0,False,,,,False,False,False,3,2,False,2,,1,5,19,,True,4,1,6.0,1.989439527,,2.0,1.0,4,True,2,4.0
1047,2,5.0,False,,,,False,False,True,2,2,True,3,1.0,3,5,24,,False,1,1,53.0,1.061959427,,3.0,1.0,1,True,2,4.0
1049,2,20.0,True,1.0,2.0,,False,False,True,1,1,False,3,2.0,3,7,99,3.0,False,2,2,6.0,0.72038877,2.0,3.0,3.0,2,False,2,4.0
1053,2,20.0,True,1.0,2.0,,False,True,True,1,2,False,2,,1,5,73,,False,1,2,41.0,0.729117049,2.0,2.0,3.0,1,False,2,4.0
1057,2,20.0,True,1.0,6.0,2.0,False,False,False,3,2,False,3,2.0,1,6,31,,False,1,1,6.0,1.061959427,2.0,3.0,1.0,1,True,2,4.0
1060,2,20.0,False,,,,False,False,True,2,2,False,2,,1,5,72,,False,1,2,53.0,0.729117049,,2.0,3.0,1,False,2,4.0
1079,2,1.0,True,1.0,1.0,,True,False,True,1,2,True,1,,2,8,62,,False,1,1,51.0,0.52027335264,1.0,1.0,3.0,1,True,2,3.0
1083,1,30.0,True,1.0,1.0,,False,False,True,3,3,True,1,,3,7,71,,False,1,1,42.0,0.497463775155,1.0,1.0,3.0,1,True,2,1.0
1085,2,30.0,False,,,,True,True,False,3,2,True,1,,2,2,18,,False,1,2,13.0,2.15679456421501,,1.0,1.0,1,False,1,3.0
1086,2,20.0,True,1.0,1.0,,True,False,True,3,3,True,1,,4,6,53,,False,1,2,45.0,1.025258865375,1.0,1.0,2.0,1,False,2,3.0
1092,1,20.0,True,1.0,1.0,,False,False,True,3,2,True,1,,2,8,78,,False,1,1,12.0,0.52027335264,1.0,1.0,3.0,1,True,2,3.0
1095,1,10.0,True,1.0,1.0,,True,True,False,3,2,True,2,,2,7,73,,False,1,1,36.0,0.494988831,1.0,2.0,3.0,1,True,2,1.0
1100,2,20.0,True,1.0,2.0,,False,False,True,3,3,False,2,,3,8,37,,False,2,1,34.0,0.573849782,2.0,2.0,2.0,2,True,2,1.0
1106,2,1.0,True,2.0,2.0,,False,False,True,3,3,True,4,1.0,3,7,61,,False,1,1,37.0,0.517684928,2.0,1.0,3.0,1,True,2,3.0
1107,1,2.0,True,1.0,1.0,,True,False,True,3,2,True,1,,2,5,77,,False,1,2,13.0,0.786235118504999,1.0,1.0,3.0,1,False,2,3.0
1109,1,20.0,True,1.0,1.0,,False,False,True,3,2,True,3,1.0,2,7,31,,False,1,1,36.0,0.628926985,1.0,3.0,1.0,1,True,2,1.0
1118,2,13.0,True,1.0,6.0,2.0,False,False,False,3,2,False,2,,1,8,31,,False,2,2,13.0,0.982111704,2.0,2.0,1.0,2,False,2,3.0
1123,2,1.0,True,1.0,8.0,1.0,False,True,True,1,1,False,2,,3,6,57,,True,9,2,36.0,1.401325655,1.0,2.0,3.0,4,False,2,1.0
1145,2,20.0,True,1.0,2.0,,False,False,True,3,2,False,2,,1,7,27,,False,1,1,9.0,0.628926985,2.0,2.0,1.0,1,True,2,1.0
1158,1,13.0,True,1.0,1.0,,False,False,False,3,1,True,4,3.0,2,8,67,,False,1,1,42.0,0.494988831,1.0,3.0,3.0,1,True,2,1.0
1166,1,20.0,False,,,,False,True,True,3,1,False,2,,4,2,57,,False,1,1,36.0,1.041741199,,2.0,3.0,1,True,1,1.0
1168,2,9.0,True,1.0,1.0,,True,False,True,1,1,True,4,1.0,2,2,25,,False,1,1,48.0,1.859031019,1.0,1.0,1.0,1,True,1,3.0
1172,1,20.0,True,2.0,2.0,,False,True,True,1,1,False,2,,3,6,80,,False,1,2,12.0,0.782323501,2.0,2.0,3.0,1,False,2,3.0
1185,1,20.0,True,1.0,1.0,,True,False,True,2,2,True,3,1.0,3,3,51,,False,1,1,33.0,1.488708791,1.0,3.0,2.0,1,True,1,1.0
1187,1,6.0,True,1.0,2.0,,False,False,True,3,2,False,2,,3,7,66,,False,1,2,12.0,0.573838917,2.0,2.0,3.0,1,False,2,3.0
1192,2,20.0,True,1.0,1.0,,True,False,True,3,2,False,1,,2,5,63,,False,1,1,33.0,0.678200084775,1.0,1.0,3.0,1,True,2,1.0
1198,2,20.0,True,1.0,2.0,,False,False,False,2,1,False,3,2.0,1,7,60,,False,1,1,42.0,0.494988831,2.0,3.0,3.0,1,True,2,1.0
1203,1,28.0,True,1.0,1.0,,True,False,True,3,2,True,3,1.0,2,8,99,2.0,False,1,1,36.0,0.426022133,1.0,3.0,3.0,1,True,2,1.0
1209,2,20.0,False,,,,False,False,True,3,3,True,1,,3,5,19,,False,1,1,25.0,1.094946721125,,1.0,1.0,1,True,2,1.0
1211,1,29.0,True,1.0,1.0,,True,False,True,3,2,True,1,,2,7,20,,False,1,1,36.0,0.632071619925,1.0,1.0,1.0,1,True,2,1.0
1221,1,20.0,True,1.0,1.0,,False,False,True,3,2,True,1,,3,7,62,,False,1,2,45.0,0.576708111585,1.0,1.0,3.0,1,False,2,3.0
1222,1,20.0,True,1.0,1.0,,True,False,True,3,1,True,1,,2,4,47,,False,1,2,37.0,1.73448446193001,1.0,1.0,2.0,1,False,2,3.0
1225,2,15.0,True,1.0,2.0,,False,True,False,2,2,False,1,,3,8,39,,False,2,2,36.0,0.639276530250001,2.0,1.0,2.0,2,False,2,1.0
1228,2,20.0,True,1.0,1.0,,False,False,False,3,3,True,4,9.0,3,3,53,,False,1,1,51.0,1.556968673,1.0,3.0,2.0,1,True,1,3.0
1229,2,20.0,True,1.0,1.0,,False,False,True,3,2,True,3,1.0,3,7,75,,False,1,2,51.0,0.573838917,1.0,3.0,3.0,1,False,2,3.0
1231,1,30.0,False,,,,True,False,True,1,2,True,1,,3,3,86,,False,1,1,12.0,1.09495437621,,1.0,3.0,1,True,1,3.0
1232,2,2.0,True,1.0,2.0,,False,False,False,3,2,False,2,,1,8,44,,False,1,2,11.0,0.472233334,2.0,2.0,2.0,1,False,2,3.0
1238,1,20.0,True,1.0,1.0,,True,False,True,1,2,True,1,,2,3,42,,False,1,1,12.0,1.564753516365,1.0,1.0,2.0,1,True,1,3.0
1240,2,28.0,True,1.0,2.0,,False,False,False,2,2,False,2,,3,6,20,,False,5,1,42.0,2.144720972,2.0,2.0,1.0,9,True,2,1.0
1241,1,20.0,True,1.0,2.0,,False,True,True,3,2,False,2,,1,8,86,,False,1,2,36.0,0.548680943,2.0,2.0,3.0,1,False,2,1.0
1251,2,13.0,False,,,,False,False,True,3,2,True,4,1.0,3,8,30,,False,1,1,42.0,0.628926985,,1.0,1.0,1,True,2,1.0
1253,1,20.0,True,1.0,9.0,9.0,False,False,False,1,2,True,9,9.0,4,2,83,,False,1,2,25.0,1.154740286,3.0,3.0,3.0,1,False,1,1.0
1263,1,20.0,True,1.0,2.0,,False,False,False,9,2,False,3,2.0,2,7,73,,True,4,2,24.0,1.02788066,2.0,3.0,3.0,4,False,2,3.0
1266,1,2.0,True,1.0,2.0,,False,True,True,1,3,False,2,,3,8,44,,False,3,1,23.0,0.838640893,2.0,2.0,2.0,3,True,2,1.0
1275,2,20.0,False,,,,False,False,False,3,1,False,4,3.0,4,3,53,,False,1,2,12.0,1.725855186,,3.0,2.0,1,False,1,3.0
1281,2,20.0,True,1.0,2.0,,False,False,True,1,2,False,3,2.0,1,7,34,,False,1,1,36.0,0.628926985,2.0,3.0,1.0,1,True,2,1.0
1285,2,20.0,True,1.0,2.0,,False,False,True,3,2,False,2,,3,8,28,,False,1,1,42.0,0.628926985,2.0,2.0,1.0,1,True,2,1.0
1286,1,20.0,False,,,,True,False,True,1,2,False,2,,1,8,57,,True,2,2,37.0,1.075010772,,2.0,3.0,4,False,2,3.0
1291,2,20.0,True,1.0,2.0,,False,False,True,1,2,False,2,,1,7,26,,False,1,1,12.0,0.657764379,2.0,2.0,1.0,1,True,2,3.0
1296,2,20.0,True,2.0,2.0,,False,True,True,1,2,False,2,,1,7,32,,False,1,1,39.0,0.693114009,2.0,2.0,1.0,1,True,2,2.0
1298,1,20.0,True,1.0,2.0,,False,True,False,1,1,False,2,,4,7,62,,False,2,2,25.0,0.739070615,2.0,2.0,3.0,2,False,2,1.0
1300,1,20.0,True,1.0,2.0,,False,False,True,3,2,False,2,,3,7,56,,False,2,2,51.0,0.772958285,2.0,2.0,3.0,2,False,2,3.0
1301,2,20.0,True,1.0,1.0,,True,True,False,1,9,True,1,,3,6,58,,True,1,2,37.0,1.472906763345,1.0,1.0,3.0,4,False,2,3.0
1302,1,20.0,True,1.0,2.0,,False,False,False,1,1,False,2,,2,3,70,,False,1,2,12.0,1.207687133,2.0,2.0,3.0,1,False,1,3.0
1306,2,2.0,True,1.0,2.0,,False,False,True,1,1,False,2,,1,8,30,,False,1,1,9.0,0.628926985,2.0,2.0,1.0,1,True,2,1.0
1311,2,20.0,True,1.0,1.0,,True,False,True,1,2,True,3,1.0,2,7,36,,False,1,1,12.0,0.445555987,1.0,3.0,2.0,1,True,2,3.0
1319,2,20.0,True,1.0,2.0,,False,False,False,1,2,False,4,2.0,2,7,70,,False,1,1,24.0,0.494988831,2.0,2.0,3.0,1,True,2,3.0
1322,1,2.0,True,1.0,2.0,,False,True,True,9,2,False,2,,3,3,61,,False,1,2,24.0,1.154740286,2.0,2.0,3.0,1,False,1,3.0
1330,1,20.0,True,1.0,1.0,,True,False,True,3,2,True,1,,2,3,79,,False,1,2,24.0,1.16051398743,1.0,1.0,3.0,1,False,1,3.0
1333,1,20.0,True,1.0,1.0,,True,False,True,3,2,True,1,,3,4,64,,False,1,2,13.0,1.213725568665,1.0,1.0,3.0,1,False,2,3.0
1336,2,4.0,True,1.0,2.0,,False,False,False,1,2,False,2,,1,8,28,,False,1,2,13.0,0.729112977,2.0,2.0,1.0,1,False,2,3.0
1337,1,20.0,False,,,,False,False,False,3,1,False,4,1.0,2,3,67,,False,1,2,23.0,1.154740286,,1.0,3.0,1,False,1,1.0
1351,1,20.0,True,1.0,2.0,,False,True,True,1,2,False,3,2.0,1,6,82,,False,1,2,25.0,0.748025245,2.0,3.0,3.0,1,False,2,1.0
1352,1,20.0,True,1.0,2.0,,False,True,False,3,2,False,3,2.0,3,4,99,3.0,False,1,2,37.0,1.207687133,2.0,3.0,3.0,1,False,2,3.0
1356,2,20.0,False,,,,False,False,False,1,1,False,2,,1,7,33,,False,1,1,5.0,0.657764379,,2.0,1.0,1,True,2,3.0
1360,2,20.0,True,1.0,2.0,,False,False,False,3,2,False,2,,1,8,33,,False,1,1,31.0,0.693114009,2.0,2.0,1.0,1,True,2,2.0
1366,1,13.0,True,1.0,9.0,9.0,True,False,True,3,3,True,9,9.0,4,7,99,9.0,False,9,1,12.0,0.966179839,3.0,3.0,3.0,9,True,2,3.0
1372,2,13.0,True,1.0,2.0,,False,True,True,1,2,False,2,,3,8,33,,False,1,1,36.0,0.628926985,2.0,2.0,1.0,1,True,2,1.0
1376,2,6.0,True,1.0,8.0,2.0,False,False,True,1,1,True,3,3.0,3,7,25,,False,1,2,25.0,0.697147552,2.0,3.0,1.0,1,False,2,1.0
1380,2,20.0,False,,,,False,False,False,3,2,True,1,,2,5,35,,False,1,1,12.0,0.924930404804998,,1.0,2.0,1,True,2,3.0
1398,2,20.0,True,2.0,2.0,,False,False,True,3,1,True,1,,1,3,61,,False,1,2,18.0,1.278953712795,2.0,1.0,3.0,1,False,1,2.0
1400,1,30.0,True,2.0,1.0,,False,False,False,2,2,True,3,1.0,1,3,86,,False,1,2,27.0,1.272590759,1.0,3.0,3.0,1,False,1,2.0
1403,2,16.0,True,1.0,2.0,,False,False,False,1,1,False,2,,1,7,24,,False,3,1,27.0,1.364421485,2.0,2.0,1.0,3,True,2,2.0
1406,2,20.0,True,1.0,2.0,,False,False,False,3,2,False,4,3.0,3,5,47,,False,1,1,27.0,0.969789148,2.0,3.0,2.0,1,True,2,2.0
1407,2,20.0,True,2.0,2.0,,False,False,False,2,2,False,3,2.0,3,5,78,,False,1,2,55.0,0.824367198,2.0,3.0,3.0,1,False,2,2.0
1409,2,20.0,True,1.0,2.0,,False,False,False,2,2,False,3,2.0,3,8,26,,False,1,1,47.0,0.657764379,2.0,3.0,1.0,1,True,2,3.0
1410,1,1.0,True,2.0,2.0,,True,False,True,3,2,True,2,,1,7,40,,False,1,1,55.0,0.469501096,2.0,2.0,2.0,1,True,2,2.0
1412,2,13.0,True,2.0,2.0,,False,False,False,3,2,False,3,2.0,3,3,64,,False,1,1,19.0,1.148059212,2.0,3.0,3.0,1,True,1,2.0
1428,1,3.0,True,1.0,1.0,,True,False,True,1,2,True,1,,2,7,62,,False,1,2,31.0,0.607701609089999,1.0,1.0,3.0,1,False,2,2.0
1435,2,13.0,True,1.0,6.0,3.0,False,False,True,2,2,True,4,3.0,3,5,20,,False,1,1,20.0,1.200691326,3.0,3.0,1.0,1,True,2,2.0
1436,2,2.0,False,,,,False,False,False,2,2,True,2,,3,7,23,,False,1,2,9.0,0.697147552,,2.0,1.0,1,False,2,1.0
1440,2,20.0,True,1.0,2.0,,False,False,True,1,2,False,4,2.0,1,3,23,,False,1,1,40.0,1.859031019,2.0,2.0,1.0,1,True,1,3.0
1444,1,13.0,True,1.0,8.0,3.0,False,False,True,3,2,True,3,3.0,2,6,44,,False,1,1,47.0,0.920328761,3.0,3.0,2.0,1,True,2,3.0
1445,2,20.0,True,2.0,1.0,,True,False,True,1,2,True,4,3.0,2,6,30,,False,9,1,18.0,1.4184941,1.0,3.0,1.0,9,True,2,2.0
1453,1,2.0,True,1.0,2.0,,False,False,True,3,2,False,2,,3,3,79,,False,1,2,17.0,1.272590759,2.0,2.0,3.0,1,False,1,2.0
1457,2,20.0,True,1.0,2.0,,False,False,False,3,2,False,3,2.0,3,8,78,,False,1,2,46.0,0.604678218,2.0,3.0,3.0,1,False,2,2.0
1468,2,20.0,True,1.0,1.0,,True,False,True,1,2,True,1,,2,5,65,,False,1,2,55.0,0.828489033990003,1.0,1.0,3.0,1,False,2,2.0
1472,1,13.0,True,1.0,1.0,,False,False,True,2,2,True,3,1.0,2,6,72,,False,1,2,17.0,0.824367198,1.0,3.0,3.0,1,False,2,2.0
1473,1,20.0,True,1.0,1.0,,True,False,True,3,2,False,1,,2,3,58,,False,1,2,22.0,1.213725568665,1.0,1.0,3.0,1,False,1,3.0
1475,2,20.0,True,1.0,1.0,,True,False,True,3,2,True,1,,2,6,69,,False,1,1,29.0,0.747415821674999,1.0,1.0,3.0,1,True,2,2.0
1476,1,30.0,True,1.0,1.0,,True,False,True,1,3,True,1,,4,3,76,,False,1,2,48.0,1.165437252285,1.0,1.0,3.0,1,False,1,3.0
1479,2,20.0,True,1.0,2.0,,False,True,True,1,1,False,2,,3,5,61,,False,1,1,40.0,0.677688778,2.0,2.0,3.0,1,True,2,3.0
1492,1,20.0,True,2.0,1.0,,True,False,False,3,2,True,1,,2,7,89,,False,1,2,19.0,0.607701609089999,1.0,1.0,3.0,1,False,2,2.0
1494,2,30.0,True,1.0,1.0,,True,False,True,2,2,True,1,,3,6,21,,False,1,1,28.0,1.14515192928,1.0,1.0,1.0,1,True,2,3.0
1496,1,30.0,True,1.0,1.0,,True,False,True,1,1,True,3,1.0,3,3,56,,True,1,1,17.0,2.150736006,1.0,3.0,3.0,4,True,1,2.0
1500,2,3.0,True,1.0,8.0,2.0,False,False,True,3,2,True,2,,1,6,78,,False,1,2,12.0,0.782323501,2.0,2.0,3.0,1,False,2,3.0
1504,2,9.0,False,,,,False,False,False,3,2,True,1,,2,8,42,,False,1,1,19.0,0.47184860148,,1.0,2.0,1,True,2,2.0
1510,1,20.0,True,1.0,1.0,,True,False,True,3,2,True,1,,2,3,67,,False,1,2,39.0,1.278953712795,1.0,1.0,3.0,1,False,1,2.0
1513,2,20.0,True,1.0,2.0,,False,True,True,3,3,False,3,1.0,3,8,38,,False,1,1,39.0,0.469501096,2.0,3.0,2.0,1,True,2,2.0
1522,2,20.0,True,1.0,1.0,,True,False,True,1,3,True,4,1.0,1,7,22,,True,2,1,48.0,1.18320927,1.0,1.0,1.0,4,True,2,3.0
1528,1,20.0,True,2.0,1.0,,True,False,True,3,3,True,1,,2,6,65,,False,1,1,29.0,0.747415821674999,1.0,1.0,3.0,1,True,2,2.0
